date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY,1989-06-30_FY
,revenue,132299000.0,82271000.0,53446000.0,115447000.0,21506000.0,60002000.0,85541000.0,59896000.0,35535000.0,16357000.0,19305000.0,13943000.0,27988000.0,40249000.0,38212000.0,32088000.0,35718000.0,25955730.0,7628276.0,5882903.0,4479363.0,11180505.0,3700000.0,600000.0,400000.0,500000.0,500000.0,900000.0,1700000.0,2700000.0,3400000.0,1000000.0,800000.0
,costOfRevenue,114592000.0,114522000.0,174456000.0,139739000.0,0.0,148077000.0,111768000.0,106958000.0,87073000.0,0.0,0.0,0.0,0.0,0.0,3572000.0,2668000.0,9236000.0,5658792.0,2834385.0,3340981.0,597050.0,-463447.0,-500000.0,-1100000.0,-1500000.0,-6000000.0,13400000.0,17900000.0,-1700000.0,-1300000.0,9500000.0,7100000.0,4700000.0
,grossProfit,17707000.0,-32251000.0,-121010000.0,-24292000.0,0.0,-88075000.0,-26227000.0,-47062000.0,-51538000.0,16357000.0,19305000.0,13943000.0,27988000.0,0.0,34640000.0,29420000.0,26482000.0,20296938.0,4793891.0,2541922.0,3882313.0,11643952.0,4200000.0,1700000.0,1900000.0,6500000.0,-12900000.0,-17000000.0,3400000.0,4000000.0,-6100000.0,-6100000.0,-3900000.0
,grossProfitRatio,0.133840769771502,-0.392009335002613,-2.26415447367436,-0.210416901262051,1.0,-1.46786773774208,-0.306601512724892,-0.785728596233471,-1.45034473054735,1.0,1.0,1.0,1.0,0.0,0.906521511567047,0.916853652455747,0.741418892435187,0.781982937871522,0.628437015126354,0.432086335606757,0.866710958678723,1.04145134768063,1.13513513513514,2.83333333333333,4.75,13.0,-25.8,-18.8888888888889,2.0,1.48148148148148,-1.79411764705882,-6.1,-4.875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,66566000.0,0.0,0.0,0.0,0.0,69192000.0,63453000.0,50280000.0,45904000.0,60013000.0,45837000.0,40908000.0,30539000.0,22224152.0,23428854.0,17694031.0,15213164.0,8878105.0,6100000.0,6600000.0,7400000.0,9600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,38600000.0,38489000.0,36746000.0,33911000.0,17995000.0,36916000.0,28228000.0,24469000.0,21471000.0,20422000.0,16040000.0,14898000.0,13900000.0,14348000.0,11029000.0,9898000.0,8765000.0,6631012.0,5957469.0,5403367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,481000.0,5014000.0,-895000.0,1461000.0,68216000.0,-21000.0,-916000.0,123000.0,72000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
