date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,revenue,1987500000.0,2072600000.0,1895600000.0,1765900000.0,1611300000.0,1623800000.0,1808900000.0,1839400000.0,1791400000.0,1651700000.0,1304900000.0,1114500000.0,1107100000.0,547576000.0,435834000.0,297569000.0,284416000.0,260679000.0,116368000.0,92691000.0,76602000.0,64690450.0
,costOfRevenue,1047700000.0,1077300000.0,995600000.0,952900000.0,868800000.0,915200000.0,1045600000.0,1034200000.0,960000000.0,899200000.0,698900000.0,595900000.0,602100000.0,294438000.0,236500000.0,171762000.0,165940000.0,144834000.0,55872000.0,43588000.0,35587000.0,28131099.0
,grossProfit,939800000.0,995300000.0,900000000.0,813000000.0,742500000.0,708600000.0,763300000.0,805200000.0,831400000.0,752500000.0,606000000.0,518600000.0,505000000.0,253138000.0,199334000.0,125807000.0,118476000.0,115845000.0,60496000.0,49103000.0,41015000.0,36559351.0
,grossProfitRatio,0.47285534591195,0.480218083566535,0.474783709643385,0.460388470468316,0.460808043194936,0.436383791107279,0.421969152523633,0.437751440687181,0.464106285586692,0.455591209057335,0.464403402559583,0.465320771646478,0.456146689549273,0.462288339883413,0.45736220671173,0.422782615124559,0.416558843384338,0.444397132105003,0.519868004949814,0.529749382356432,0.535429884337224,0.565142938408992
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,198000000.0,187700000.0,173400000.0,162700000.0,149000000.0,145700000.0,174200000.0,190500000.0,195300000.0,177200000.0,141400000.0,126400000.0,133800000.0,58466000.0,49959000.0,41357000.0,43219000.0,38026000.0,20734000.0,18468000.0,20033000.0,15138114.0
,GeneralAndAdministrativeExpenses,477800000.0,504800000.0,453100000.0,416100000.0,390500000.0,402800000.0,451000000.0,444000000.0,453500000.0,406600000.0,303100000.0,69500000.0,254500000.0,140041000.0,112989000.0,73812000.0,76375000.0,77755000.0,33815000.0,27718000.0,20248000.0,14756403.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-24900000.0,-2500000.0,600000.0,2600000.0,0.0,-200000.0,2100000.0,-1700000.0,-100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
