date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,2707408000.0,2677627000.0,2527556000.0,2221849000.0,2250062000.0,2705068000.0,2608332000.0,2249388000.0,1830921000.0,1414806000.0,1253087000.0,1288789000.0,1027264000.0,851160000.0,608574000.0,399837000.0,341789000.0,300637000.0,290372000.0
,costOfRevenue,1658433000.0,1604602000.0,1383769000.0,1418135000.0,1453363000.0,1658952000.0,1590545000.0,1417921000.0,884868000.0,645447000.0,441778000.0,526874000.0,629941000.0,534861000.0,381075000.0,221923000.0,0.0,0.0,0.0
,grossProfit,1048975000.0,1073025000.0,1143787000.0,803714000.0,796699000.0,1046116000.0,1017787000.0,831467000.0,946053000.0,769359000.0,811309000.0,761915000.0,397323000.0,316299000.0,227499000.0,177914000.0,0.0,0.0,0.0
,grossProfitRatio,0.387446221625998,0.400737294626922,0.45252686785179,0.361732052898284,0.354078687609497,0.386724474209151,0.390206078060615,0.369641431358218,0.516708803929825,0.54379116288735,0.647448261772726,0.591186765250169,0.38677788767055,0.371609333145355,0.373823068353232,0.444966323776939,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,568528000.0,132534000.0,134539000.0,120841000.0,122217000.0,112082000.0,90233000.0,72468000.0,354426000.0,299887000.0,308660000.0,283319000.0,179812000.0,158118000.0,119840000.0,77791000.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,210623000.0,210158000.0,200413000.0,99918000.0,88051000.0,93766000.0,99822000.0,84992000.0,72947000.0,45331000.0,57565000.0,67177000.0,-65930000.0,-57808000.0,-45087000.0,-29073000.0,0.0,0.0,0.0
,otherExpenses,-4279000.0,-239000.0,-2337000.0,-4459000.0,574000.0,13177000.0,7622000.0,4788000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,613478000.0,739363000.0,703726000.0,527101000.0,530611000.0,525029000.0,500233000.0,428932000.0,502831000.0,408180000.0,475490000.0,451908000.0,888100000.0,747137000.0,544962000.0,344094000.0,283493000.0,269796000.0,0.0
,costAndExpenses,2271911000.0,2343965000.0,2087495000.0,1945236000.0,1983974000.0,2183981000.0,2090778000.0,1846853000.0,1387699000.0,1053627000.0,917268000.0,978782000.0,1518041000.0,1281998000.0,926037000.0,566017000.0,283493000.0,269796000.0,0.0
,interestExpense,51286000.0,35850000.0,35223000.0,37024000.0,33155000.0,29529000.0,30180000.0,32795000.0,32680000.0,29981000.0,32245000.0,40150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
