date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,revenue,234623000.0,190872000.0,267465000.0,382329000.0,260713000.0,189903000.0,130449000.0,78424000.0,63421000.0,47840000.0,40489000.0
,costOfRevenue,184082000.0,144671000.0,179692000.0,216049000.0,173759000.0,129450000.0,86203000.0,55396000.0,44492000.0,34468000.0,27539000.0
,grossProfit,50541000.0,46201000.0,87773000.0,166280000.0,86954000.0,60453000.0,44246000.0,23028000.0,18929000.0,13372000.0,12950000.0
,grossProfitRatio,0.215413663622066,0.242052265392514,0.328166302132989,0.4349133861151,0.333523836555906,0.318336203219538,0.339182362455826,0.293634601652555,0.298465807855442,0.279515050167224,0.319839956531404
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,43393000.0,43399000.0,49903000.0,35365000.0,31780000.0,20852000.0,15970000.0,8512000.0,7603000.0,6451000.0,5176000.0
,GeneralAndAdministrativeExpenses,41903000.0,41489000.0,39497000.0,35262000.0,25527000.0,19771000.0,17095000.0,10632000.0,8012000.0,8243000.0,8382000.0
,SellingAndMarketingExpenses,14087000.0,10060000.0,9141000.0,8702000.0,6627000.0,6381000.0,6043000.0,4191000.0,3135000.0,2412000.0,1993000.0
,otherExpenses,304000.0,219000.0,224000.0,110000.0,32000.0,117000.0,44000.0,4000.0,38000.0,1000.0,9000.0
,operatingExpenses,96675000.0,93334000.0,97607000.0,79118000.0,63770000.0,46787000.0,38837000.0,23013000.0,18658000.0,17029000.0,15480000.0
,costAndExpenses,280757000.0,238005000.0,277299000.0,295167000.0,237529000.0,176237000.0,125040000.0,78409000.0,63150000.0,51497000.0,43019000.0
,interestExpense,5635000.0,5405000.0,1106000.0,858000.0,1717000.0,1018000.0,326000.0,1125000.0,1381000.0,1338000.0,906000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,24733000.0,24014000.0,29698000.0,20381000.0,14188000.0,9424000.0,6169000.0,3407000.0,2942000.0,3112000.0,3340000.0
,EBITDA,-21401000.0,-23119000.0,19864000.0,107543000.0,37372000.0,23090000.0,11578000.0,3422000.0,3213000.0,-545000.0,810000.0
,EBITDARatio,-0.0912144163189457,-0.121123056289031,0.0742676611893145,0.281283920393169,0.143345364442893,0.121588389862193,0.0887549923724981,0.0436346016525553,0.0506614528310812,-0.0113921404682274,0.0200054335745511
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
