date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,4435000000.0,6315000000.0,7348000000.0,5887000000.0,5367000000.0,6383000000.0,13749000000.0,16402000000.0,16947000000.0,16888000000.0,12092000000.0,8614826000.0,12327839000.0,9977858000.0,8288779000.0,7584244000.0,5332577000.0,4190299000.0,2559748000.0,22777126000.0,2283904000.0,1300400000.0,876400000.0,1180700000.0,976100000.0,750400000.0,537800000.0,463200000.0,423100000.0,356900000.0,273400000.0,246900000.0,141500000.0,100500000.0,171700000.0,128500000.0
,costOfRevenue,3530000000.0,4433000000.0,4192000000.0,3859000000.0,4312000000.0,31437000000.0,12910000000.0,10053000000.0,10380000000.0,296000000.0,178000000.0,1804839000.0,2066116000.0,1824033000.0,1466696000.0,1140735000.0,946639000.0,760123000.0,500691000.0,407133000.0,255251000.0,377000000.0,326000000.0,425600000.0,364300000.0,303000000.0,183000000.0,172300000.0,146800000.0,110400000.0,77600000.0,95200000.0,42000000.0,25500000.0,73100000.0,15000000.0
,grossProfit,905000000.0,1882000000.0,3156000000.0,2028000000.0,1055000000.0,-25054000000.0,839000000.0,6349000000.0,6567000000.0,16592000000.0,11914000000.0,6809987000.0,10261723000.0,8153825000.0,6822083000.0,6443509000.0,4385938000.0,3430176000.0,2059057000.0,22369993000.0,2028653000.0,923400000.0,550400000.0,755100000.0,611800000.0,447400000.0,354800000.0,290900000.0,276300000.0,246500000.0,195800000.0,151700000.0,99500000.0,75000000.0,98600000.0,113500000.0
,grossProfitRatio,0.204058624577227,0.298020585906572,0.429504627109418,0.34448785459487,0.19657164151295,-3.92511358295472,0.0610226198268965,0.387086940616998,0.387502212781023,0.982472761724301,0.985279523652001,0.790496174850194,0.83240241862341,0.817191926363354,0.823050415507519,0.849591468839874,0.822480012946836,0.81859934100168,0.804398323584978,0.982125356816308,0.888239172924957,0.710089203322055,0.628023733455043,0.639535868552554,0.626780043028378,0.596215351812367,0.659724804760134,0.628022452504318,0.653037107066887,0.690669655365649,0.716166788588149,0.614418793033617,0.703180212014134,0.746268656716418,0.574257425742574,0.883268482490272
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,290000000.0,406000000.0,431000000.0,395000000.0,410000000.0,377000000.0,434000000.0,503000000.0,531000000.0,459000000.0,380000000.0,343883000.0,288794000.0,275065000.0,211334000.0,198272000.0,173194000.0,138524000.0,104588000.0,88710000.0,75615000.0,53900000.0,40700000.0,38200000.0,35900000.0,36600000.0,34900000.0,33200000.0,35000000.0,43200000.0,21500000.0,23400000.0,16700000.0,18900000.0,19600000.0,33100000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51000000.0,0.0,-154000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
