date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-06-30_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,383100000.0,-50600000.0,128500000.0,331500000.0,286500000.0,530000000.0,532100000.0,416100000.0,0.0,299100000.0,292000000.0,217700000.0,79000000.0,321400000.0,282200000.0,306500000.0,436300000.0,85700000.0,372500000.0,216200000.0
,depreciationAndAmortization,717400000.0,599600000.0,570300000.0,547100000.0,524400000.0,605500000.0,577300000.0,561900000.0,0.0,538200000.0,596300000.0,589000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,118200000.0,-188200000.0,306700000.0,182300000.0,135300000.0,299100000.0,287400000.0,304600000.0,-0.0,178400000.0,200100000.0,378200000.0,137800000.0,12700000.0,-113400000.0,-16700000.0,97500000.0,77900000.0,114100000.0,-43100000.0
,stockBasedCompensation,25900000.0,28600000.0,40100000.0,46500000.0,50700000.0,72300000.0,50700000.0,45000000.0,0.0,39200000.0,30900000.0,9600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-75100000.0,110200000.0,-416400000.0,-292100000.0,146900000.0,-139500000.0,55300000.0,-30300000.0,487500000.0,-262200000.0,-414400000.0,701300000.0,-483100000.0,-135300000.0,421200000.0,-182000000.0,-400000.0,-396400000.0,165600000.0,695300000.0
,accountsReceivables,187800000.0,-186200000.0,-52300000.0,-188000000.0,262200000.0,-63100000.0,-94800000.0,-51300000.0,0.0,219600000.0,-243900000.0,258900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-2000000.0,41400000.0,19000000.0,38900000.0,46900000.0,-119900000.0,-9200000.0,62400000.0,0.0,-141800000.0,103300000.0,128700000.0,-82400000.0,94400000.0,-71700000.0,-71100000.0,-23100000.0,-166900000.0,66800000.0,-73300000.0
,accountsPayables,-299900000.0,268400000.0,49000000.0,108800000.0,-190500000.0,37600000.0,67800000.0,57300000.0,0.0,-154800000.0,37700000.0,-191500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-65700000.0,-15500000.0,-424400000.0,-196500000.0,-48900000.0,-141700000.0,-27700000.0,125400000.0,-910700000.0,-301600000.0,-255200000.0,381800000.0,-159200000.0,-155500000.0,248200000.0,87200000.0,55800000.0,-83600000.0,-51500000.0,-113300000.0
,otherNonCashItems,-700000.0,-5000000.0,1300000.0,-7800000.0,-2800000.0,-11700000.0,-9100000.0,-900000.0,0.0,38200000.0,-32000000.0,-5700000.0,-372500000.0,19000000.0,-34500000.0,0.0,-33700000.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,1583300000.0,540100000.0,742200000.0,803300000.0,1456800000.0,1319600000.0,1436800000.0,1275500000.0,0.0,870200000.0,725400000.0,1666200000.0,584200000.0,757200000.0,1156200000.0,712300000.0,1022800000.0,472900000.0,1172400000.0,1042600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1299600000.0,-788300000.0,-637400000.0,-590400000.0,-517000000.0,-574600000.0,-621900000.0,-668100000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-140400000.0,-90000000.0,-168400000.0,0.0,0.0,0.0,-125400000.0,0.0,-0.0,-6400000.0,-87900000.0,-23500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,132100000.0,82300000.0,163100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-111700000.0,-100200000.0,-107400000.0,-107700000.0,-62500000.0,-18900000.0,-4800000.0,97300000.0,52800000.0,-17700000.0,-76300000.0,138300000.0,137500000.0,102700000.0,-116700000.0,10800000.0,-9200000.0,-17600000.0,0.0,-7000000.0
,netCashUsedForInvestingActivites,-1922400000.0,-1926100000.0,-1808500000.0,-1582900000.0,2375000000.0,-2116600000.0,-2010100000.0,-1421900000.0,52800000.0,-1149300000.0,-943700000.0,-662400000.0,-1114300000.0,-681400000.0,-732500000.0,-572100000.0,-519100000.0,-5700000.0,-202700000.0,-447200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-855600000.0,-1224600000.0,-2137400000.0,-434600000.0,-3028600000.0,-521000000.0,-589000000.0,-913800000.0,-0.0,-286900000.0,-977700000.0,-2230300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,244400000.0,848200000.0,336700000.0,23100000.0,22500000.0,30300000.0,43700000.0,383500000.0,0.0,24400000.0,14400000.0,10600000.0,1300000.0,8200000.0,21900000.0,40000000.0,160800000.0,354700000.0,734900000.0,15100000.0
,commonStockRepurchased,0.0,-4000000.0,-7200000.0,-9400000.0,-20400000.0,-10200000.0,-8100000.0,-10000000.0,-52800000.0,-3100000.0,-1500000.0,-2600000.0,0.0,-2100000.0,-87700000.0,-1600000.0,-4100000.0,-348700000.0,-53600000.0,-1100000.0
,dividendsPaid,-354600000.0,-284900000.0,-229100000.0,-205500000.0,-263400000.0,-321300000.0,-305900000.0,-273200000.0,-0.0,-257800000.0,-255600000.0,-253300000.0,-252400000.0,-252100000.0,-251900000.0,-250300000.0,-243100000.0,-284000000.0,-241500000.0,-239000000.0
