date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,17224000000.0,16652000000.0,14950000000.0,14024000000.0,13211000000.0,12893000000.0,12951000000.0,12261000000.0,11924000000.0,11526000000.0,10550000000.0,10493000000.0,11587000000.0,11350000000.0,11921000000.0,11652000000.0,12159000000.0,11588000000.0,10440000000.0,9943000000.0,10157000000.0,9157000000.0,7190000000.0,6008600000.0,4149000000.0,3770300000.0,3435000000.0
,costOfRevenue,10129000000.0,9734000000.0,8605000000.0,7884000000.0,7461000000.0,7334000000.0,7515000000.0,7226000000.0,7134000000.0,0.0,0.0,0.0,0.0,0.0,7113000000.0,3811000000.0,0.0,9092000000.0,8166000000.0,8180000000.0,7490000000.0,7298000000.0,5519000000.0,5064700000.0,3293800000.0,2940300000.0,2644100000.0
,grossProfit,7095000000.0,6918000000.0,6345000000.0,6140000000.0,5750000000.0,5559000000.0,5436000000.0,5035000000.0,4790000000.0,11526000000.0,10550000000.0,10493000000.0,0.0,0.0,4808000000.0,7841000000.0,0.0,2496000000.0,2274000000.0,1763000000.0,2667000000.0,1859000000.0,1671000000.0,943900000.0,855200000.0,830000000.0,790900000.0
,grossProfitRatio,0.411925220622387,0.415445592121067,0.424414715719064,0.43782087849401,0.435243357807887,0.431164197626619,0.419735927727589,0.410651659734116,0.401710835290171,1.0,1.0,1.0,0.0,0.0,0.403321868970724,0.672931685547545,0.0,0.215395236451502,0.217816091954023,0.177310670823695,0.262577532736044,0.20301408758327,0.23240611961057,0.157091502180208,0.206121957098096,0.22014163329178,0.230247452692868
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,9734000000.0,8605000000.0,7884000000.0,7461000000.0,7334000000.0,7515000000.0,7226000000.0,7134000000.0,6969000000.0,6465000000.0,6484000000.0,10784000000.0,10331000000.0,3350000000.0,6945000000.0,11511000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,257000000.0,265000000.0,215000000.0,201000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,4029000000.0,4241000000.0,3584000000.0,3284000000.0,3086000000.0,3140000000.0,3135000000.0,2958000000.0,2961000000.0,9888000000.0,9611000000.0,9669000000.0,11324000000.0,10331000000.0,3350000000.0,6985000000.0,11511000000.0,0.0,0.0,0.0,488000000.0,400000000.0,251000000.0,199100000.0,139900000.0,135100000.0,120600000.0
,costAndExpenses,14158000000.0,13975000000.0,12189000000.0,11168000000.0,10547000000.0,10474000000.0,10650000000.0,10184000000.0,10095000000.0,9888000000.0,9611000000.0,9669000000.0,11324000000.0,10331000000.0,10463000000.0,10796000000.0,11511000000.0,9092000000.0,8166000000.0,8180000000.0,7978000000.0,7698000000.0,5770000000.0,5263800000.0,3433700000.0,3075400000.0,2764700000.0
,interestExpense,515000000.0,524000000.0,290000000.0,237000000.0,189000000.0,163000000.0,165000000.0,167000000.0,181000000.0,199000000.0,233000000.0,241000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,741000000.0,647000000.0,494000000.0,481000000.0,438000000.0,423000000.0,388000000.0,358000000.0,349000000.0,332000000.0,357000000.0,365000000.0,404000000.0,442000000.0,488000000.0,490000000.0,456000000.0,391000000.0,359000000.0,520000000.0,488000000.0,400000000.0,251000000.0,199100000.0,139900000.0,135100000.0,120600000.0
,EBITDA,3807000000.0,3324000000.0,3255000000.0,3337000000.0,3102000000.0,2842000000.0,2689000000.0,2435000000.0,2178000000.0,1970000000.0,1296000000.0,1189000000.0,667000000.0,1461000000.0,1946000000.0,1346000000.0,1104000000.0,2887000000.0,2633000000.0,2283000000.0,2667000000.0,1859000000.0,1671000000.0,943900000.0,855200000.0,830000000.0,790900000.0
,EBITDARatio,0.221028797027404,0.199615661782368,0.217725752508361,0.237949229891614,0.234804329725229,0.220429690529745,0.207628754536329,0.198597178044205,0.182656826568266,0.170917924692001,0.122843601895735,0.113313637663204,0.0575645119530508,0.128722466960352,0.163241338813858,0.115516649502231,0.0907969405378732,0.249137038315499,0.2522030651341,0.229608769988937,0.262577532736044,0.20301408758327,0.23240611961057,0.157091502180208,0.206121957098096,0.22014163329178,0.230247452692868
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,3066000000.0,2677000000.0,2761000000.0,2856000000.0,2664000000.0,2419000000.0,2301000000.0,2077000000.0,1829000000.0,1638000000.0,939000000.0,824000000.0,263000000.0,1019000000.0,1458000000.0,856000000.0,648000000.0,2496000000.0,2274000000.0,1763000000.0,2179000000.0,1459000000.0,1420000000.0,744800000.0,715300000.0,694900000.0,670300000.0
,operatingIncomeRatio,0.178007431490943,0.160761470093682,0.184682274247492,0.203650884198517,0.201650140034819,0.187621189792911,0.177669678017142,0.169398907103825,0.153388124790339,0.142113482561166,0.0890047393364929,0.0785285428380825,0.0226978510399586,0.0897797356828194,0.12230517574029,0.0734637830415379,0.0532938564026647,0.215395236451502,0.217816091954023,0.177310670823695,0.214531849955696,0.159331658840232,0.19749652294854,0.123955663548913,0.172402988671969,0.184308940933082,0.195138282387191
,totalOtherIncomeExpensesNet,235000000.0,247000000.0,-238000000.0,15000000.0,0.0,38000000.0,-100000000.0,45000000.0,24000000.0,-63000000.0,43000000.0,-317000000.0,-552000000.0,0.0,0.0,143000000.0,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0,24000000.0,14300000.0,17700000.0,11800000.0
,incomeBeforeTax,2793000000.0,2439000000.0,2244000000.0,2643000000.0,2480000000.0,2307000000.0,2057000000.0,1973000000.0,1696000000.0,1404000000.0,769000000.0,283000000.0,79000000.0,847000000.0,1219000000.0,571000000.0,454000000.0,2335000000.0,2133000000.0,1590000000.0,1934000000.0,1247000000.0,1305000000.0,662400000.0,668000000.0,649800000.0,631500000.0
,incomeBeforeTaxRatio,0.162157454714352,0.14646889262551,0.150100334448161,0.188462635482031,0.187722352584967,0.178934305437059,0.158829434020539,0.160916727836229,0.142234149614223,0.121811556480999,0.0728909952606635,0.0269703611931764,0.00681798567359972,0.0746255506607929,0.10225652210385,0.0490044627531754,0.0373385969240892,0.201501553331032,0.204310344827586,0.15991149552449,0.190410554297529,0.136179971606421,0.181502086230876,0.110241986486037,0.161002651241263,0.172347028087951,0.183842794759825
