date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,5237443000.0,5374207000.0,5390938000.0,5036650000.0,4782877000.0,4964369000.0,5014534000.0,4848092000.0,4786129000.0,4498932000.0,4124121000.0,3597331000.0,4122385000.0,4039992000.0,3656839000.0,3528574000.0,3155433000.0,2758326000.0,2812150000.0,2606276000.0,2711493000.0,2546700000.0,2557900000.0,2847800000.0,2788100000.0,2706200000.0,2300100000.0
,costOfRevenue,4191104000.0,4316378000.0,4349932000.0,4087260000.0,3845451000.0,4034947000.0,4093235000.0,3974588000.0,3942497000.0,3742149000.0,3356589000.0,2931285000.0,3398355000.0,3286198000.0,2951799000.0,2867623000.0,2580643000.0,2259887000.0,2259790000.0,2061846000.0,1956579000.0,1807800000.0,1822500000.0,2054600000.0,2005200000.0,1981200000.0,1690600000.0
,grossProfit,1046339000.0,1057829000.0,1041006000.0,949390000.0,937426000.0,929422000.0,921299000.0,873504000.0,843632000.0,756783000.0,767532000.0,666046000.0,724030000.0,753794000.0,705040000.0,660951000.0,574790000.0,498439000.0,552360000.0,544430000.0,754914000.0,738900000.0,735400000.0,793200000.0,782900000.0,725000000.0,609500000.0
,grossProfitRatio,0.199780503577796,0.196834435294361,0.193102944237162,0.188496321960033,0.195996259155316,0.187218556880039,0.183725746001523,0.180174798663062,0.176266038796698,0.168213922771004,0.186108021563868,0.185150045964633,0.175633765405221,0.186583042738698,0.192800394001486,0.18731391207893,0.182158835253355,0.1807034411451,0.196419109933681,0.208891920886353,0.278412667854942,0.290140181411238,0.287501466046366,0.278530795701945,0.280800545174133,0.267903333086985,0.264988478761793
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,558581000.0,555580000.0,564247000.0,543672000.0,506001000.0,496241000.0,506996000.0,487171000.0,463715000.0,397477000.0,405356000.0,386459000.0,374396000.0,409719000.0,358952000.0,364967000.0,316403000.0,289839000.0,288673000.0,266908000.0,272150000.0,259900000.0,301600000.0,297400000.0,310600000.0,289300000.0,252300000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,-24713000.0,-941000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
