date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-202815769.0,-77617254.0,110037462.0,-193443975.0,98732180.0,-245141020.0,-177150480.0,157099870.0,-286166120.0,-831200000.0,-1519600000.0,-1584800000.0,-492200000.0,-13600000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-375250419.0,116091960.0,-291447058.0,550948460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsReceivables,140084.0,0.0,0.0,0.0,26732.0,-9371.0,0.0,0.0,0.0,0.0,0.0,300000.0,300000.0,-700000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,-7947.0,2928.0,5417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,342943.0,375593362.0,259501402.0,550948460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,0.0,0.0,0.0,43949160.0,-68001710.0,-54890330.0,123276870.0,18094190.0,284400000.0,223300000.0,-366600000.0,-180800000.0,-105200000.0
,netCashProvidedByOperatingActivites,-208647261.0,-124370008.0,232592242.0,-312071763.0,146350180.0,-272496950.0,-232965920.0,280066940.0,-268623890.0,-531100000.0,-1333000000.0,-1928300000.0,-672000000.0,-118900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,276380858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,0.0,276380858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-375588135.0,-259491732.0,-550936887.0,-77360810.0,136460100.0,30387650.0,-588132050.0,430455650.0,-850900000.0,-242800000.0,5404900000.0,603800000.0,607000000.0
,dividendsPaid,140084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,599165420.0,-265247630.0,891125680.0,445459052.0,590290586.0,620254981.0,204313557.0,1530966374.0,87733724.0,2077964108.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,190131377.0,223577285.0,-524739362.0,340188793.0,-77360810.0,136460100.0,30387650.0,-588132050.0,430455650.0,-850900000.0,-242800000.0,5404900000.0,603800000.0,607000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-18515884.0,375588135.0,-292147120.0,28117030.0,68989370.0,-136036850.0,-202578280.0,-308065110.0,161831760.0,-1382100000.0,-1575700000.0,3476600000.0,-68100000.0,488100000.0
,cashAtEndOfPeriod,440482567.0,375588135.0,259491732.0,550936887.0,522819850.0,453830480.0,589867330.0,792445610.0,1100531760.0,938600000.0,2320800000.0,3896500000.0,420000000.0,488100000.0
,cashAtBeginningOfPeriod,458998451.0,0.0,551638852.0,522819857.0,453830480.0,589867330.0,792445610.0,1100510720.0,938700000.0,2320700000.0,3896500000.0,419900000.0,488100000.0,0.0
,operatingCashFlow,-208647261.0,-124370008.0,232592242.0,-312071763.0,146350180.0,-272496950.0,-232965920.0,280066940.0,-268623890.0,-531100000.0,-1333000000.0,-1928300000.0,-672000000.0,-118900000.0
,capitalExpenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,freeCashFlow,-208647261.0,-124370008.0,232592242.0,-312071763.0,146350180.0,-272496950.0,-232965920.0,280066940.0,-268623890.0,-531100000.0,-1333000000.0,-1928300000.0,-672000000.0,-118900000.0
