date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY
,revenue,738691000.0,714006000.0,642993000.0,563003000.0,499023000.0,452246000.0,357763000.0,310575000.0,314560000.0,289962000.0,269047000.0,263956000.0,257420000.0,223482000.0,202617000.0,178652000.0,161257000.0,145010900.0,130900395.0,115356562.0,103838155.0,90900000.0,67300000.0,60900000.0,54600000.0,47700000.0
,costOfRevenue,255497000.0,240515000.0,210850000.0,188462000.0,162364000.0,144969000.0,106352000.0,79465000.0,78756000.0,65025000.0,54463000.0,55488000.0,52889000.0,46667000.0,45718000.0,36813000.0,34887000.0,35396174.0,32507846.0,28424906.0,23328550.0,25000000.0,17800000.0,17000000.0,17100000.0,16800000.0
,grossProfit,483194000.0,473491000.0,432143000.0,374541000.0,336659000.0,307277000.0,251411000.0,231110000.0,235804000.0,224937000.0,214584000.0,208468000.0,204531000.0,176815000.0,156899000.0,141839000.0,126370000.0,109614726.0,98392549.0,86931656.0,80509605.0,65900000.0,49500000.0,43900000.0,37500000.0,30900000.0
,grossProfitRatio,0.654121953563804,0.663147088399817,0.672080411450825,0.665255780164582,0.674636239211419,0.679446584381067,0.702730578623279,0.744135877002334,0.749631230925738,0.775746477124589,0.797570684675912,0.789783145675794,0.794541993629089,0.79118228761153,0.774362467117764,0.793940174193404,0.783655903309624,0.755906804247129,0.751659679865748,0.753590905387766,0.77533739885883,0.724972497249725,0.735512630014859,0.720853858784893,0.686813186813187,0.647798742138365
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,65192000.0,62413000.0,55329000.0,53514000.0,45187000.0,40853000.0,30945000.0,29257000.0,27912000.0,25985000.0,25121000.0,23564000.0,22394000.0,20082000.0,18825000.0,18379000.0,20773000.0,20581343.0,17470267.0,14522233.0,11198309.0,12000000.0,10600000.0,11700000.0,10400000.0,8600000.0
,GeneralAndAdministrativeExpenses,240882000.0,236867000.0,240636000.0,153326000.0,140879000.0,119401000.0,60716000.0,43384000.0,41683000.0,35897000.0,32175000.0,33164000.0,36715000.0,30965000.0,27604000.0,24476000.0,21725000.0,19376538.0,19554195.0,17714215.0,17315131.0,16900000.0,15400000.0,14600000.0,13000000.0,11200000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,354000.0,1154000.0,1186000.0,888000.0,-1613000.0,8049000.0,1026000.0,830000.0,693000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,334347000.0,326387000.0,297768000.0,229986000.0,186066000.0,160254000.0,93601000.0,74833000.0,71722000.0,61882000.0,58256000.0,57688000.0,60244000.0,52661000.0,48396000.0,44076000.0,44097000.0,41897131.0,45573708.0,41125702.0,41164790.0,40800000.0,28300000.0,28600000.0,25300000.0,21500000.0
,costAndExpenses,589844000.0,566902000.0,508618000.0,418448000.0,348430000.0,305223000.0,199953000.0,154298000.0,150478000.0,126907000.0,112719000.0,113176000.0,113133000.0,99328000.0,94114000.0,80889000.0,78984000.0,77293305.0,78081554.0,69550608.0,64493340.0,65800000.0,46100000.0,45600000.0,42400000.0,38300000.0
,interestExpense,19197000.0,21705000.0,10188000.0,7361000.0,1748000.0,1544000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
