date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-24888000000.0,4026000000.0,9383000000.0,3389000000.0,115000000.0,-6482000000.0,3780000000.0,23451000000.0,11582000000.0,25700000000.0,-3719000000.0,16578000000.0,21157000000.0,20845000000.0,22315000000.0,22026000000.0,15731000000.0,10267000000.0,6845000000.0,8010000000.0,11870000000.0,4686000000.0,3260000000.0,6263920000.0,2552000000.0,1122000000.0,1577000000.0,615000000.0,-458000000.0,415000000.0,1688000000.0
,depreciationAndAmortization,24809000000.0,17780000000.0,15457000000.0,15584000000.0,14505000000.0,15219000000.0,15163000000.0,13510000000.0,12481000000.0,11135000000.0,11164000000.0,12106000000.0,10985000000.0,10579000000.0,9128000000.0,8771000000.0,12583000000.0,10940000000.0,10401000000.0,8750000000.0,7449000000.0,4965000000.0,5255000000.0,4605376000.0,2020000000.0,2367000000.0,2011000000.0,2279000000.0,2390000000.0,2079000000.0,2011000000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,723000000.0,730000000.0,690000000.0,661000000.0,779000000.0,321000000.0,379000000.0,297000000.0,156000000.0,-88000000.0,197000000.0,450000000.0,459000000.0,420000000.0,416000000.0,278000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-85000000.0,-2918000000.0,-4763000000.0,-3352000000.0,-3198000000.0,843000000.0,6925000000.0,-6843000000.0,-6851000000.0,-19668000000.0,1092000000.0,-3596000000.0,5348000000.0,-5994000000.0,380000000.0,-4437000000.0,-4654000000.0,-4719000000.0,-1347000000.0,971000000.0,-2848000000.0,-2029000000.0,-692000000.0,40576000.0,-1104000000.0,664000000.0,-50000000.0,438000000.0,415000000.0,506000000.0,262000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,-3406000000.0,672000000.0,-848000000.0,-3681000000.0,3375000000.0,10169000000.0,-1193000000.0,-1797000000.0,-3988000000.0,-3895000000.0,-5363000000.0,9010000000.0,-7255000000.0,995000000.0,-6638000000.0,-3595000000.0,-841000000.0,-1521000000.0,1490000000.0,-1449000000.0,-1562000000.0,-460000000.0,679648000.0,-556000000.0,-70000000.0,-225000000.0,403000000.0,30000000.0,585000000.0,-485000000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,236000000.0,3048000000.0,2060000000.0,1770000000.0,1475000000.0,196000000.0,872000000.0,754000000.0,830000000.0,983000000.0,16398000000.0,4246000000.0,-12521000000.0,-11487000000.0,-16478000000.0,-10004000000.0,-9138000000.0,-6750000000.0,-5694000000.0,-7058000000.0,-1867000000.0,1402000000.0,199000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,12162000000.0,25770000000.0,22873000000.0,18931000000.0,10691000000.0,19133000000.0,32754000000.0,21100000000.0,20397000000.0,22154000000.0,13616000000.0,27716000000.0,38095000000.0,24709000000.0,28172000000.0,26721000000.0,24033000000.0,16731000000.0,15903000000.0,17433000000.0,14604000000.0,9346000000.0,8022000000.0,10367168000.0,2952000000.0,3871000000.0,2834000000.0,2737000000.0,1801000000.0,2127000000.0,2964000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-12306000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-768000000.0,0.0,0.0,-22658000000.0,-17830000000.0,-15125000000.0,-12281000000.0,-13035000000.0,-12368000000.0,-12049000000.0,-12142000000.0,-10220000000.0,-6457000000.0,-8745000000.0,-8888680000.0,-3114000000.0,-2646000000.0,-2405000000.0,-2800000000.0,-3466000000.0,-3793000000.0,-3604000000.0
,acquisitionsNet,0.0,-1861000000.0,-5075000000.0,151000000.0,1258000000.0,1749000000.0,1540000000.0,3817000000.0,1490000000.0,-11572000000.0,6994000000.0,967000000.0,-384000000.0,1293000000.0,62000000.0,8337000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-912000000.0,-526000000.0,-742000000.0,-1090000000.0,-615000000.0,-607000000.0,-804000000.0,-1648000000.0,0.0,-67000000.0,-72000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38000000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301000000.0,501000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202000000.0,305000000.0,0.0,0.0,0.0
