date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-225602000.0,51305000.0,67015000.0,97549000.0,107308000.0,-10535000.0,2419000.0,-618000.0,-16191000.0,90925000.0,96725000.0,-290000.0,28419000.0,-43749000.0,-33800000.0,14400000.0
,depreciationAndAmortization,126022000.0,136171000.0,141410000.0,137162000.0,125658000.0,62093000.0,66242000.0,63182000.0,64554000.0,62735000.0,49220000.0,66751000.0,53162000.0,51917000.0,43600000.0,44100000.0
,deferredIncomeTax,-58559000.0,-18468000.0,-26487000.0,-66004000.0,-12609000.0,-3114000.0,-2523000.0,-15546000.0,9948000.0,-10461000.0,6389000.0,-4623000.0,-5445000.0,1519000.0,13300000.0,600000.0
,stockBasedCompensation,11361000.0,9493000.0,8102000.0,7627000.0,8334000.0,9015000.0,10475000.0,7894000.0,6571000.0,5459000.0,0.0,0.0,0.0,0.0,0.0,534000.0
,changeInWorkingCapital,-70089000.0,-133077000.0,37429000.0,-30493000.0,91462000.0,-69392000.0,-90685000.0,-74727000.0,48430000.0,71707000.0,116196000.0,-63638000.0,107724000.0,-6644000.0,20300000.0,-26300000.0
,accountsReceivables,-563000.0,5848000.0,-7841000.0,19237000.0,-17526000.0,-5149000.0,13005000.0,-1158000.0,16646000.0,-7704000.0,-22315000.0,-16680000.0,42815000.0,8710000.0,0.0,1205000.0
,inventory,18234000.0,46533000.0,-58077000.0,-22269000.0,26252000.0,47530000.0,-15883000.0,11246000.0,53615000.0,-74965000.0,-46711000.0,44060000.0,-86738000.0,17793000.0,0.0,517000.0
,accountsPayables,352000.0,-3472000.0,20271000.0,8275000.0,13177000.0,-7910000.0,-35368000.0,14944000.0,8680000.0,0.0,0.0,8328000.0,4541000.0,28647000.0,0.0,7921000.0
,otherWorkingCapital,213303000.0,283392000.0,416469000.0,379040000.0,409533000.0,318071000.0,387463000.0,478148000.0,552875000.0,504445000.0,432738000.0,316542000.0,380180000.0,272456000.0,279100000.0,258800000.0
,otherNonCashItems,7627000.0,24863000.0,7973000.0,14589000.0,16728000.0,2059000.0,2059000.0,7236000.0,2878000.0,0.0,3022000.0,-24493000.0,7930000.0,1252000.0,31300000.0,14100000.0
,netCashProvidedByOperatingActivites,151331000.0,234940000.0,246579000.0,255440000.0,138468000.0,103847000.0,29858000.0,105456000.0,146333000.0,64775000.0,55360000.0,72805000.0,40227000.0,81737000.0,-2000000.0,69300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-78025000.0,-104653000.0,-102868000.0,-116326000.0,-119591000.0,-126170000.0,-110675000.0,-81080000.0,-65006000.0,-60311000.0,-53435000.0,-38101000.0,-24093000.0,-28713000.0,-38000000.0,-18816000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-1312000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2490000.0,-335000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,3948000.0,0.0,0.0,72803000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,424532000.0,-108724000.0,-111097000.0,-122591000.0,-1364755000.0,-128742000.0,-114385000.0,-88695000.0,-69944000.0,-64440000.0,-55647000.0,-49553000.0,-24067000.0,-28670000.0,-37900000.0,-18700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1058723000.0,-257922000.0,-882596000.0,-955214000.0,-485405000.0,-30133000.0,-45007000.0,-139825000.0,-45626000.0,-397894000.0,-74691000.0,-308131000.0,-280138000.0,-92393000.0,0.0,-2680000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11197000.0,126725000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-847000.0,-12821000.0,-6189000.0,-2298000.0,-975000.0,-31899000.0,-19383000.0,0.0,0.0,0.0,-534000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-10390000.0,0.0,-8529000.0,-15925000.0,-62801000.0,-1957000.0,-485000.0,36836000.0,-3156000.0,-15231000.0,0.0,-3216000.0,10000000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-520933000.0,-176138000.0,-136723000.0,-175111000.0,1280136000.0,47131000.0,-24427000.0,-62248000.0,53401000.0,-120000.0,16464000.0,-40622000.0,46112000.0,-43893000.0,-11300000.0,-2700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-4062000.0,-936000.0,-1920000.0,9565000.0,-2149000.0,-6005000.0,-13100000.0,-1807000.0,4797000.0,-4386000.0,7282000.0,-14735000.0,-9153000.0,-4498000.0,-6200000.0,6600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
