date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY
,revenue,483617000.0,516427000.0,445125000.0,668955000.0
,costOfRevenue,24492000.0,18637000.0,21276000.0,44334000.0
,grossProfit,459125000.0,497790000.0,423849000.0,624621000.0
,grossProfitRatio,0.949356618977414,0.963911646757431,0.952202190395956,0.933726483844205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,48380000.0,52424000.0,52993000.0,62064000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,-5319000.0,0.0
,operatingExpenses,263432000.0,228733000.0,215445000.0,318083000.0
,costAndExpenses,287924000.0,247370000.0,236721000.0,362417000.0
,interestExpense,98887000.0,94771000.0,89684000.0,180231000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,212620000.0,175465000.0,162452000.0,256019000.0
,EBITDA,408313000.0,444522000.0,370856000.0,562557000.0
,EBITDARatio,0.844290006347999,0.860764444926388,0.833150238696995,0.840948942753997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,195693000.0,269057000.0,208404000.0,306538000.0
,operatingIncomeRatio,0.404644584454227,0.520997159327456,0.468192080876158,0.458234111412576
,totalOtherIncomeExpensesNet,-64547000.0,18770000.0,38427000.0,-103975000.0
,incomeBeforeTax,26981000.0,186767000.0,149283000.0,12436000.0
,incomeBeforeTaxRatio,0.0557900156528823,0.361652276120342,0.335373209772536,0.0185901891756546
,incomeTaxExpense,273000.0,11501000.0,792000.0,394000.0
,netIncome,26708000.0,175266000.0,132052000.0,77148000.0
,netIncomeRatio,0.0552255193675987,0.339381945560554,0.296662735186745,0.115326143014104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.255927547628032,1.93403777598434,1.40985,0.824345358519869
,EPSDiluted,0.255492436895817,1.92876996801737,1.39,0.824331547285209
,weightedAverageShsOut,104357660.0,90621808.0,86321268.0,93586989.0
,weightedAverageShsOutDil,104535384.0,90869312.0,86476449.0,93588557.0
