Date,2017-12,2016-12,2015-12,2014-12,2013-12
Revenue,179000000.0,170000000.0,143000000.0,119000000.0,98000000.0
Revenue Growth,,,,,
Cost of Revenue,160000000.0,146000000.0,120000000.0,98000000.0,80000000.0
Gross Profit,19000000.0,24000000.0,23000000.0,21000000.0,18000000.0
R&D Expenses,,,,,
SG&A Expense,13000000.0,13000000.0,13000000.0,11000000.0,8000000.0
Operating Expenses,29000000.0,28000000.0,23000000.0,18000000.0,14000000.0
Operating Income,-10000000.0,-4000000.0,0000000.0,3000000.0,4000000.0
Interest Expense,2000000.0,1000000.0,0000000.0,0000000.0,0000000.0
Earnings before Tax,-23000000.0,-22000000.0,-4000000.0,1000000.0,3000000.0
Income Tax Expense,0000000.0,0000000.0,0000000.0,000000.0,0000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-23000000.0,-22000000.0,-4000000.0,1000000.0,3000000.0
Preferred Dividends,,,,,
Net Income Com,-23000000.0,-22000000.0,-4000000.0,1000000.0,3000000.0
EPS,-2.32,-2.00,-0.40,0.07,0.32
EPS Diluted,-2.32,-2.00,-0.40,0.07,0.31
Weighted Average Shs Out,10000000.0,11000000.0,11000000.0,10000000.0,9000000.0
Weighted Average Shs Out (Dil),10000000.0,11000000.0,11000000.0,10000000.0,9000000.0
Dividend per Share,,,,,
Gross Margin,0.10614525139665,0.14117647058824,0.16083916083916,0.17647058823529,0.18367346938776
EBITDA Margin,-0.033519553072626,-0.041176470588235,0.041958041958042,0.067226890756303,0.091836734693878
EBIT Margin,-0.11731843575419,-0.12352941176471,-0.027972027972028,0.0084033613445378,0.030612244897959
Profit Margin,-0.12849162011173,-0.12941176470588,-0.027972027972028,0.0084033613445378,0.030612244897959
Free Cash Flow margin,,,,,
EBITDA,-6000000.0,-7000000.0,6000000.0,8000000.0,9000000.0
EBIT,-21000000,-21000000,-4000000,1000000,3000000
Consolidated Income,-23000000.0,-22000000.0,-4000000.0,1000000.0,3000000.0
Earnings Before Tax Margin,-0.12849162011173,-0.12941176470588,-0.027972027972028,0.0084033613445378,0.030612244897959
Net Profit Margin,-0.12849162011173,-0.12941176470588,-0.027972027972028,0.0084033613445378,0.030612244897959
