date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-149594000.0,-69880000.0,-45505000.0,-66191000.0,-38419000.0,-655492000.0,11637000.0,44107000.0,38941000.0,35420000.0,19566000.0,1066000.0,-6154000.0,-6740000.0,-29280000.0,10083000.0,2561000.0,-26023000.0,-14866000.0,-1341000.0,8144000.0,-5300000.0,2100000.0,-4600000.0,4600000.0,8900000.0,4500000.0,500000.0,-2800000.0,-9400000.0,-2300000.0,-1900000.0,-5100000.0
,depreciationAndAmortization,44595000.0,50396000.0,59293000.0,62041000.0,60535000.0,83069000.0,55188000.0,30444000.0,21229000.0,11502000.0,7520000.0,5886000.0,6676000.0,6970000.0,6529000.0,5764000.0,6956000.0,8427000.0,9902000.0,7704000.0,6245000.0,6100000.0,5800000.0,5100000.0,3600000.0,2900000.0,2200000.0,1600000.0,2100000.0,1300000.0,900000.0,780000.0,500000.0
,deferredIncomeTax,-1206000.0,-3354000.0,-2990000.0,-5567000.0,-6566000.0,-2875000.0,-24555000.0,-9892000.0,-661000.0,-5140000.0,-1235000.0,309000.0,-243000.0,-268000.0,1752000.0,-2500000.0,0.0,0.0,7813000.0,-1750000.0,1979000.0,-2900000.0,200000.0,-2500000.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,17725000.0,23587000.0,29253000.0,27260000.0,31295000.0,34733000.0,32793000.0,13558000.0,5118000.0,2637000.0,1406000.0,1190000.0,1437000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-7307000.0,-23208000.0,2121000.0,-71252000.0,15549000.0,-145203000.0,15800000.0,204114000.0,9928000.0,159882000.0,5757000.0,1439000.0,-5627000.0,23571000.0,-26896000.0,15907000.0,9501000.0,27431000.0,-26038000.0,-27119000.0,13349000.0,-7100000.0,-100000.0,-11300000.0,-1000000.0,39000000.0,4700000.0,700000.0,4900000.0,-7200000.0,-1600000.0,11400000.0,10000.0
,accountsReceivables,-6052000.0,15071000.0,599000.0,3987000.0,27130000.0,20890000.0,-55977000.0,-43684000.0,-19246000.0,-12090000.0,-7456000.0,1430000.0,3484000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1800000.0,0.0
,inventory,-9901000.0,18447000.0,-34035000.0,-17716000.0,-22178000.0,-31241000.0,-30754000.0,-30893000.0,-12225000.0,-2608000.0,-5693000.0,2436000.0,-2461000.0,6055000.0,-11242000.0,-7907000.0,-189000.0,2345000.0,7088000.0,-2047000.0,-6963000.0,1000000.0,1200000.0,-100000.0,-5700000.0,-2700000.0,-1200000.0,800000.0,-400000.0,3300000.0,-4200000.0,-1300000.0,0.0
,accountsPayables,-6653000.0,-16846000.0,11559000.0,12448000.0,-5878000.0,-18904000.0,23482000.0,7620000.0,-238000.0,-3457000.0,10433000.0,-4395000.0,-2802000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1700000.0,0.0
,otherWorkingCapital,3231000.0,210206000.0,233414000.0,231293000.0,302545000.0,286996000.0,432199000.0,416399000.0,212285000.0,202357000.0,42475000.0,36718000.0,35279000.0,40906000.0,17335000.0,44231000.0,28324000.0,18823000.0,-8608000.0,17430000.0,44549000.0,31200000.0,38300000.0,38400000.0,49700000.0,50700000.0,11700000.0,7000000.0,6300000.0,1400000.0,8600000.0,10200000.0,-1200000.0
,otherNonCashItems,2078000.0,-2193000.0,-8130000.0,4958000.0,-902000.0,0.0,224000.0,-44000.0,3876000.0,37151000.0,102000.0,909000.0,849000.0,2777000.0,5257000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,300000.0,900000.0,300000.0,700000.0,1400000.0,-2880000.0,-350000.0
,netCashProvidedByOperatingActivites,-20121000.0,31581000.0,4796000.0,25941000.0,56902000.0,-3128000.0,51111000.0,25184000.0,53044000.0,27660000.0,31844000.0,7734000.0,-3479000.0,2625000.0,-8330000.0,-5808000.0,2928000.0,1182000.0,1314000.0,6649000.0,5126000.0,1600000.0,7600000.0,-5000000.0,-7000000.0,3000000.0,3000000.0,5100000.0,-3000000.0,-2700000.0,-2900000.0,-5610000.0,-4910000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-13643000.0,-23985000.0,-40694000.0,-30881000.0,-16567000.0,-22399000.0,-22727000.0,-6972000.0,-3224000.0,-2870000.0,-1283000.0,-974000.0,-5811000.0,-2226000.0,-11264000.0,-2603000.0,-781000.0,-874000.0,-3210000.0,-3317000.0,-4893000.0,-7700000.0,-5800000.0,-8400000.0,-9400000.0,-5100000.0,-3100000.0,-2100000.0,-1400000.0,-1700000.0,-4500000.0,-2820000.0,-1410000.0
,acquisitionsNet,0.0,0.0,0.0,-34000000.0,0.0,-92000000.0,-345000000.0,-162000000.0,-184000000.0,-93000000.0,-19000000.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500000.0,-6700000.0,-3500000.0,-8400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
