date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-37707000.0,46869000.0,49295000.0,-48635000.0,15413000.0,17132000.0,6797000.0,6347000.0,6240000.0,-33722000.0,7493000.0,-20908000.0,39074000.0,56463000.0,34243000.0,39218000.0,82308000.0,-80668000.0,-40162000.0,-42927000.0,19417000.0,5800000.0,-17400000.0
,depreciationAndAmortization,26656000.0,10371000.0,12522000.0,14774000.0,16433000.0,13696000.0,15312000.0,16275000.0,10801000.0,10263000.0,11584000.0,11265000.0,10544000.0,11279000.0,10382000.0,11245000.0,13185000.0,14073000.0,15262000.0,22156000.0,19064000.0,10600000.0,4600000.0
,deferredIncomeTax,-1680000.0,1644000.0,-3496000.0,-1690000.0,2394000.0,-1166000.0,237000.0,-3749000.0,2331000.0,10571000.0,7093000.0,-10107000.0,11960000.0,-21990000.0,-9612000.0,-13127000.0,-10554000.0,59333000.0,-12030000.0,-12388000.0,-12672000.0,2000000.0,-7400000.0
,stockBasedCompensation,10199000.0,10298000.0,8947000.0,4935000.0,6393000.0,5066000.0,3579000.0,3747000.0,4199000.0,5503000.0,7765000.0,19016000.0,24772000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,5308000.0,17224000.0,53918000.0,160000.0,-1695000.0,-44898000.0,9444000.0,41101000.0,-51349000.0,-14775000.0,12349000.0,786000.0,-22124000.0,17913000.0,-28878000.0,9766000.0,85383000.0,-14690000.0,-13164000.0,-27671000.0,66340000.0,67800000.0,18900000.0
,accountsReceivables,22644000.0,6899000.0,-16759000.0,-1882000.0,-14425000.0,-8714000.0,-4129000.0,236000.0,6288000.0,10819000.0,-17211000.0,7786000.0,2925000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,451000.0,-994000.0,-526000.0,1474000.0,941000.0,810000.0,-2113000.0,-504000.0,-471000.0,-732000.0,2203000.0,-566000.0,-349000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,154448000.0,149140000.0,131916000.0,77998000.0,77838000.0,79533000.0,124431000.0,114987000.0,73886000.0,125235000.0,140010000.0,127661000.0,126875000.0,148999000.0,131086000.0,159964000.0,150198000.0,64815000.0,79505000.0,92669000.0,120340000.0,54000000.0,-13800000.0
,otherNonCashItems,0.0,668000.0,1285000.0,1038000.0,635000.0,1294000.0,1712000.0,1083000.0,-8318000.0,-22059000.0,0.0,25285000.0,-2841000.0,28635000.0,25347000.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,-100000.0
,netCashProvidedByOperatingActivites,23353000.0,78645000.0,102902000.0,66970000.0,24823000.0,57583000.0,56764000.0,44033000.0,12493000.0,44774000.0,83540000.0,-72729000.0,51391000.0,105806000.0,99767000.0,33423000.0,25659000.0,10404000.0,6030000.0,-20493000.0,89359000.0,54800000.0,7500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7998000.0,-5524000.0,-6138000.0,-6021000.0,-5806000.0,-5201000.0,-24059000.0,-17885000.0,-23000000.0,-10200000.0
,acquisitionsNet,0.0,-4000000.0,-3000000.0,0.0,-28000000.0,-10000000.0,0.0,-1000000.0,-53000000.0,-4000000.0,-1000000.0,-15000000.0,-13000000.0,-1000000.0,-36000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-118904000.0,-130411000.0,-2201000.0,-2269000.0,-2475000.0,-1526000.0,-963000.0,-749000.0,-1121000.0,-1994000.0,0.0,-1307000.0,-3145000.0,-155975000.0,-191615000.0,-112600000.0,0.0,0.0,0.0,0.0,-23417000.0,0.0,0.0
,salesMaturitiesOfInvestments,158852000.0,67968000.0,2995000.0,1404000.0,535000.0,758000.0,1084000.0,252000.0,137000.0,83000.0,0.0,13000.0,23072000.0,207519000.0,118698000.0,238887000.0,128993000.0,688000.0,1457000.0,2147000.0,7159000.0,800000.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,-3000.0,7228000.0,0.0,-53000.0,26000.0,-6030000.0,157000.0,2620000.0,5142000.0,134000.0,-2043000.0,-7790000.0,-18194000.0,-54619000.0,399000.0,-204000.0,1558000.0,3755000.0,8100000.0,-100000.0
,netCashUsedForInvestingActivites,32626000.0,-69315000.0,-8249000.0,-15254000.0,-27785000.0,-27507000.0,-3291000.0,-5225000.0,-67251000.0,-23700000.0,-15498000.0,-23879000.0,-6583000.0,40226000.0,-122249000.0,101955000.0,68353000.0,-4719000.0,-3948000.0,-22754000.0,-46036000.0,-14100000.0,-10000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-100000000.0,0.0,-20000000.0,-40000000.0,0.0,-29500000.0,-6000000.0,-4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19353000.0,10137000.0,9569000.0,8568000.0,1661000.0,890000.0,676000.0,79657000.0,61200000.0,4900000.0
