date,,2021-06-30_FY,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY
,revenue,242005000.0,235802000.0,228318000.0,150007000.0,93978000.0
,costOfRevenue,182165000.0,180595000.0,175620000.0,113501000.0,73639000.0
,grossProfit,59840000.0,55207000.0,52698000.0,36506000.0,20339000.0
,grossProfitRatio,0.247267618437636,0.234124392498791,0.230809660210759,0.243361976441099,0.216422992615293
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,52427000.0,45693000.0,29572000.0,14989000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,56594000.0,52427000.0,45693000.0,29572000.0,14989000.0
,costAndExpenses,238759000.0,233022000.0,221313000.0,143073000.0,88628000.0
,interestExpense,0.0,1432000.0,1389000.0,552000.0,160000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,4596000.0,3696000.0,2743000.0,1579000.0,576000.0
,EBITDA,14484000.0,6476000.0,9748000.0,8513000.0,5926000.0
,EBITDARatio,0.0598500030991095,0.0274637195613269,0.0426948379015233,0.0567506849680348,0.06305731128562
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,3246000.0,2780000.0,7005000.0,6934000.0,5350000.0
,operatingIncomeRatio,0.0408586599450425,0.0117895522514652,0.0306808924394923,0.0462245095228889,0.0569282172423333
,totalOtherIncomeExpensesNet,-6642000.0,1432000.0,1389000.0,552000.0,160000.0
,incomeBeforeTax,9888000.0,1348000.0,5616000.0,6382000.0,5190000.0
,incomeBeforeTaxRatio,0.0408586599450425,0.00571666058812054,0.0245972722255801,0.0425446812482084,0.0552256911191981
,incomeTaxExpense,1504000.0,573000.0,1873000.0,2416000.0,2023000.0
,netIncome,8384000.0,775000.0,3743000.0,3966000.0,3167000.0
,netIncomeRatio,0.0346439123158612,0.00328665575355595,0.0163938016275545,0.0264387661909111,0.0336993764498074
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.63,0.0654505531627396,0.3,0.32815,0.278857
,EPSDiluted,0.61,0.0636759510311396,0.29,0.32815,0.278857
,weightedAverageShsOut,12142000.0,11841000.0,11533000.0,11186970.0,10467713.0
,weightedAverageShsOutDil,12578000.0,12171000.0,12022000.0,11186970.0,10467713.0
