Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,10000000.0,7000000.0,20000000.0,18000000.0,32000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,10000000.0,12000000.0,17000000.0,17000000.0,14000000.0
Inventories,0000000.0,1000000.0,1000000.0,2000000.0,3000000.0
Total current assets,15000000.0,18000000.0,26000000.0,35000000.0,41000000.0
Property, Plant & Equipment Net,11000000.0,13000000.0,19000000.0,30000000.0,37000000.0
Goodwill and Intangible Assets,2000000,2000000,2000000,3000000,2000000
Long-term investments,000000.0,0000000.0,000000.0,000000.0,000000.0
Tax assets,1000000.0,000000.0,000000.0,000000.0,000000.0
Total non-current assets,8000000.0,9000000.0,9000000.0,10000000.0,9000000.0
Total assets,41000000.0,42000000.0,70000000.0,92000000.0,98000000.0
Payables,3000000.0,3000000.0,4000000.0,4000000.0,5000000.0
Short-term debt,,,,,
Total current liabilities,48000000.0,46000000.0,56000000.0,66000000.0,62000000.0
Long-term debt,,,,,
Total debt,,,,,
Deferred revenue,2000000.0,3000000.0,4000000.0,3000000.0,3000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,8000000.0,9000000.0,9000000.0,10000000.0,9000000.0
Total liabilities,55000000.0,55000000.0,65000000.0,76000000.0,71000000.0
Other comprehensive income,,,,,
Retained earnings (deficit),-384000000.0,-381000000.0,-359000000.0,-368000000.0,-364000000.0
Total shareholders equity,-15000000.0,-14000000.0,5000000.0,17000000.0,27000000.0
Investments,000000.0,0000000.0,000000.0,000000.0,000000.0
Net Debt,-10000000,-7000000,-20000000,-18000000,-32000000
Other Assets,1000000,3000000,4000000,13000000,1000000
Other Liabilities,15000000,18000000,28000000,24000000,27000000
