date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2002-07-31_FY,2001-07-31_FY,2000-07-31_FY,1999-07-31_FY,1998-07-31_FY,1997-07-31_FY,1996-07-31_FY,1995-07-31_FY,1994-07-31_FY
,revenue,0.0,17486578000.0,17714666000.0,14251299000.0,10535700000.0,13237920000.0,19764327000.0,20160560000.0,20090724000.0,15439528000.0,8322929000.0,4834268000.0,5867668000.0,4791742000.0,4023217000.0,3212745000.0,2246373000.0,1403244000.0,448637000.0,888906000.0,1142130000.0,965946000.0,598000000.0,589600000.0,721300000.0,676300000.0,614800000.0,552300000.0
,costOfRevenue,0.0,13798609000.0,14077087000.0,11359114000.0,8473989000.0,10466197000.0,17625863000.0,17392227000.0,15840643000.0,13428159000.0,7871563000.0,4238008000.0,5548641000.0,4213181000.0,3558350000.0,2637083000.0,1836686000.0,1286903000.0,419496000.0,699624000.0,873363000.0,802392000.0,429800000.0,518800000.0,656600000.0,600500000.0,554100000.0,485500000.0
,grossProfit,0.0,3687969000.0,3637579000.0,2892185000.0,2061711000.0,2771723000.0,2138464000.0,2768333000.0,4250081000.0,2011369000.0,451366000.0,596260000.0,319027000.0,578561000.0,464867000.0,575662000.0,409687000.0,116341000.0,29141000.0,189282000.0,268767000.0,163554000.0,168200000.0,70800000.0,64700000.0,75800000.0,60700000.0,66800000.0
,grossProfitRatio,0.0,0.210902842168433,0.205342793366807,0.20294185112529,0.195688089068595,0.209377530609038,0.10819816935836,0.137314290872873,0.211544442101738,0.130273995422658,0.0542316292737809,0.123340286471499,0.054370322247271,0.12074126695469,0.115546091597843,0.179180731741859,0.182377103001149,0.0829086032079952,0.0649545177950102,0.212938150940594,0.23532084788947,0.169320024100726,0.281270903010033,0.120081411126187,0.0896991543047276,0.112080437675588,0.0987312947299935,0.12094875973203
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,354236000.0,290424000.0,264874000.0,125648000.0,120846000.0,114609000.0,127963000.0,128101000.0,120114000.0,70839000.0,60343000.0,54906000.0,68773000.0,63255000.0,264343000.0,223692000.0,34782000.0,9025000.0,118537000.0,123533000.0,109274000.0,102800000.0,13700000.0,17100000.0,18100000.0,17500000.0,12400000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,5013000.0,2923000.0,826000.0,-7441000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
