date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-05-31_FY,2008-05-31_FY,2007-05-31_FY,2006-05-31_FY,2005-05-31_FY,2004-05-31_FY,2003-05-31_FY,2002-05-31_FY,2001-05-31_FY,2000-05-31_FY,1999-05-31_FY,1998-05-31_FY,1997-05-31_FY,1996-05-31_FY,1995-05-31_FY,1994-05-31_FY,1993-05-31_FY,1992-05-31_FY,1991-05-31_FY,1990-05-31_FY
,revenue,1100938000.0,1416680000.0,1091553000.0,1197509000.0,1311917000.0,1343135000.0,1263089000.0,892574000.0,739046000.0,627052000.0,550814000.0,689720000.0,731301000.0,939846000.0,493927000.0,439138000.0,607904000.0,288418000.0,222506000.0,190901000.0,193753000.0,211000000.0,214900000.0,183100000.0,183800000.0,177500000.0,133500000.0,103800000.0,123100000.0,86500000.0,16900000.0
,costOfRevenue,998762000.0,1284729000.0,999617000.0,1116506000.0,1185926000.0,1255765000.0,1126616000.0,797872000.0,659428000.0,552138000.0,497892000.0,595397000.0,656184000.0,573960000.0,446848000.0,408119000.0,561591000.0,256808000.0,197248000.0,168390000.0,169859000.0,193000000.0,189600000.0,161200000.0,162300000.0,159100000.0,114100000.0,85700000.0,98200000.0,70900000.0,13900000.0
,grossProfit,102176000.0,131951000.0,91936000.0,81003000.0,125991000.0,87370000.0,136473000.0,94702000.0,79618000.0,74914000.0,52922000.0,94323000.0,75117000.0,365886000.0,47079000.0,31019000.0,46313000.0,31610000.0,25258000.0,22511000.0,23894000.0,18000000.0,25300000.0,21900000.0,21500000.0,18400000.0,19400000.0,18100000.0,24900000.0,15600000.0,3000000.0
,grossProfitRatio,0.0928081327013874,0.0931410057317108,0.0842249528882244,0.0676429154185898,0.0960358010453405,0.0650493062871565,0.108047018064444,0.106099886395974,0.107730777245259,0.119470155585183,0.0960796203437095,0.136755494983472,0.102716938716069,0.389304205157015,0.0953157045474331,0.0706361098333553,0.0761847265357688,0.10959787530598,0.113516040016898,0.117919759456472,0.123321961466403,0.0853080568720379,0.117729176361098,0.119606772255598,0.116974972796518,0.103661971830986,0.145318352059925,0.174373795761079,0.202274573517465,0.180346820809249,0.177514792899408
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,86276000.0,94021000.0,84417000.0,76144000.0,85109000.0,78568000.0,77866000.0,57988000.0,47983000.0,44014000.0,45169000.0,47006000.0,40566000.0,32763000.0,28775000.0,40335000.0,28941000.0,20448000.0,16004000.0,14081000.0,12993000.0,15000000.0,12200000.0,11100000.0,10800000.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,308000.0,611000.0,550000.0,-334000.0,-567000.0,158000.0,-472000.0,-30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
