date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,8961000.0,15172000.0,14017000.0,8640000.0,7385000.0
,depreciationAndAmortization,1411000.0,1402000.0,1352000.0,1335000.0,1428000.0
,deferredIncomeTax,324000.0,533000.0,-760000.0,1015000.0,2357000.0
,stockBasedCompensation,425000.0,349000.0,744000.0,97000.0,30000.0
,changeInWorkingCapital,455000.0,-224268000.0,19672000.0,-26504000.0,-39223000.0
,accountsReceivables,44000.0,133000.0,-1815000.0,-2631000.0,-1676000.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-187000.0,-1645000.0,-927000.0,-71000.0,-99000.0
,otherWorkingCapital,0.0,-739168000.0,-514900000.0,-534572000.0,-508068000.0
,otherNonCashItems,2224000.0,221113000.0,-23901000.0,22972000.0,37481000.0
,netCashProvidedByOperatingActivites,13800000.0,14301000.0,11124000.0,7555000.0,9458000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-29201000.0,-28153000.0,-35279000.0,-1449000.0,-35088000.0
,salesMaturitiesOfInvestments,23055000.0,17510000.0,9678000.0,11260000.0,7287000.0
,otherInvestingActivites,-59401000.0,-12120000.0,13662000.0,-30667000.0,-49206000.0
,netCashUsedForInvestingActivites,-65547000.0,-22763000.0,-11939000.0,-20856000.0,-77007000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-7468000.0,-5599000.0,-4732000.0,-2870000.0,0.0
,otherFinancingActivites,134289000.0,12719000.0,117950000.0,11073000.0,54830000.0
,netCashUsedProvidedByFinancingActivities,126821000.0,7120000.0,113218000.0,8203000.0,54830000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,75074000.0,-1342000.0,112403000.0,-5098000.0,-12719000.0
,cashAtEndOfPeriod,294069000.0,218995000.0,220337000.0,107934000.0,113032000.0
,cashAtBeginningOfPeriod,218995000.0,220337000.0,107934000.0,113032000.0,125751000.0
,operatingCashFlow,13800000.0,14301000.0,11124000.0,7555000.0,9458000.0
,capitalExpenditure,-1141000.0,-956000.0,-1024000.0,1062000.0,-705000.0
,freeCashFlow,12659000.0,13345000.0,10100000.0,6427000.0,8385000.0
