date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,revenue,4501269000.0,3039324000.0,2766696000.0,2431966000.0,1103190000.0,896377000.0,631311000.0,502330000.0,378632000.0,306491000.0,313350000.0,251979000.0,284919000.0,266801000.0,265169000.0,226053000.0,245740000.0,214332000.0,133839000.0,176719000.0,192615000.0,157452000.0
,costOfRevenue,1720520000.0,1348632000.0,1117917000.0,993405000.0,381997000.0,302257000.0,187432000.0,147711000.0,91764000.0,81657000.0,78322000.0,77233000.0,78287000.0,74128000.0,71465000.0,68117000.0,66044000.0,60808000.0,35147000.0,46877000.0,43310000.0,38287000.0
,grossProfit,2780749000.0,1690692000.0,1648779000.0,1438561000.0,721193000.0,594120000.0,443879000.0,354619000.0,286868000.0,224834000.0,235028000.0,174746000.0,206632000.0,192673000.0,193704000.0,157936000.0,179696000.0,153524000.0,98692000.0,129842000.0,149305000.0,119165000.0
,grossProfitRatio,0.617770011079098,0.556272381621703,0.595937898489751,0.591521838709916,0.653734170904377,0.662801477503327,0.703106709688252,0.705948281010491,0.757643305373027,0.733574558469906,0.750049465453965,0.693494299128102,0.725230679596657,0.722159961919183,0.730492629228907,0.698668011484032,0.731244404655327,0.716290614560588,0.73739343539626,0.734737068453307,0.775147314591283,0.756833828722404
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,912057000.0,729981000.0,579933000.0,591986000.0,263606000.0,232480000.0,174791000.0,120203000.0,96694000.0,105167000.0,100891000.0,71017000.0,90468000.0,86773000.0,85293000.0,72977000.0,72319000.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30730000.0,20841000.0,0.0,0.0,18699000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,45066000.0,14916000.0,8280000.0,-1284000.0,-555000.0,-517000.0,-556000.0,-1459000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1476945000.0,1138691000.0,900470000.0,957547000.0,418623000.0,388013000.0,270004000.0,250098000.0,186495000.0,176380000.0,167480000.0,157804000.0,155225000.0,152131000.0,147854000.0,139326000.0,141536000.0,145734000.0,77254000.0,141038000.0,175908000.0,161789000.0
,costAndExpenses,3197465000.0,2487323000.0,2018387000.0,1950952000.0,800620000.0,690270000.0,457436000.0,397809000.0,278259000.0,258037000.0,245802000.0,235037000.0,233512000.0,226259000.0,219319000.0,207443000.0,207580000.0,206542000.0,112401000.0,187915000.0,219218000.0,200076000.0
,interestExpense,335303000.0,304350000.0,220994000.0,241195000.0,117163000.0,80520000.0,61959000.0,66243000.0,51559000.0,0.0,54273000.0,39236000.0,48832000.0,55040000.0,51783000.0,47260000.0,52265000.0,68342000.0,38941000.0,62091000.0,42861000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,564888000.0,408710000.0,320537000.0,365561000.0,155017000.0,155533000.0,95213000.0,99165000.0,68960000.0,71213000.0,66325000.0,70648000.0,69576000.0,67337000.0,61922000.0,65501000.0,69217000.0,71295000.0,41433000.0,0.0,0.0,0.0
,EBITDA,1868692000.0,960711000.0,1068846000.0,846575000.0,457587000.0,361640000.0,269088000.0,203686000.0,169333000.0,119667000.0,133873000.0,87590000.0,120983000.0,107879000.0,107772000.0,84111000.0,107377000.0,79085000.0,62871000.0,-8367000.0,-26470000.0,-42375000.0
,EBITDARatio,0.415147817204437,0.316093644507792,0.386325783533861,0.348103139599813,0.414785304435319,0.403446317788163,0.426236830975541,0.40548245177473,0.447223161275328,0.3904421337005,0.427231530237753,0.347608332440402,0.424622436552143,0.404342562434174,0.4064275990029,0.372085307427904,0.436953690892814,0.368983632868634,0.469750969448367,-0.0473463521183348,-0.137424395815487,-0.269129639509184
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,1303804000.0,552001000.0,748309000.0,481014000.0,302570000.0,206107000.0,173875000.0,104521000.0,100373000.0,48454000.0,67548000.0,16942000.0,51407000.0,40542000.0,45850000.0,18610000.0,38160000.0,7790000.0,21438000.0,-11196000.0,-26603000.0,-42624000.0
,operatingIncomeRatio,0.289652540205884,0.181619662793437,0.270470264893577,0.19778812697217,0.274268258414235,0.229933387402845,0.275418929814307,0.208072382696634,0.265093811405269,0.158092733554982,0.215567257060795,0.0672357617103013,0.18042671776891,0.151955952189085,0.172908597913029,0.0823258262442878,0.155286074713111,0.0363454827090682,0.160177526729877,-0.063354817535183,-0.138114892401942,-0.270711073851078
,totalOtherIncomeExpensesNet,136067000.0,125670000.0,5630000.0,1565000.0,-15817000.0,-517000.0,-1265000.0,-37463000.0,-3740000.0,-1616000.0,-8356000.0,9826000.0,-86665000.0,1979000.0,-639000.0,-16183000.0,-4229000.0,-18661000.0,-2356000.0,-2829000.0,-133000.0,-249000.0
,incomeBeforeTax,1104568000.0,373321000.0,532945000.0,241384000.0,170672000.0,125070000.0,110651000.0,815000.0,45074000.0,-6166000.0,4926000.0,-12414000.0,-83375000.0,-13966000.0,-5173000.0,-43772000.0,-18221000.0,-78607000.0,-19707000.0,-77621000.0,-30486000.0,-45873000.0
