date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,249000000.0,-400000000.0,257000000.0,180000000.0,209000000.0,-74000000.0,75000000.0,184000000.0,184000000.0,-510000000.0,-47000000.0,161800000.0,258300000.0,1340600000.0,-27500000.0,-558600000.0,235500000.0,-990800000.0,-460200000.0,356600000.0,-269700000.0,298300000.0,108000000.0,167900000.0,191100000.0,169100000.0,78300000.0,4900000.0,-134200000.0,-130100000.0
,depreciationAndAmortization,468000000.0,499000000.0,494000000.0,488000000.0,478000000.0,409000000.0,418000000.0,397000000.0,412000000.0,422000000.0,391000000.0,395900000.0,431000000.0,460900000.0,509200000.0,524000000.0,474800000.0,525200000.0,480700000.0,543700000.0,549500000.0,545300000.0,463900000.0,343500000.0,271600000.0,238100000.0,233600000.0,232300000.0,251100000.0,165200000.0
,deferredIncomeTax,-5000000.0,7000000.0,-9000000.0,-12000000.0,-4000000.0,12000000.0,51000000.0,-3000000.0,-5000000.0,-42000000.0,-56000000.0,51900000.0,21000000.0,3200000.0,10800000.0,-75000000.0,-93300000.0,-182600000.0,-94600000.0,227300000.0,-243800000.0,110800000.0,-17400000.0,83900000.0,77500000.0,48700000.0,30200000.0,-145600000.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-181000000.0,343000000.0,10000000.0,-54000000.0,-18000000.0,169000000.0,-253000000.0,-190000000.0,37000000.0,-210000000.0,-103400000.0,321000000.0,276300000.0,98100000.0,-393400000.0,-33900000.0,-264100000.0,168600000.0,-165900000.0,-8000000.0,-73000000.0,-13300000.0,245500000.0,224300000.0,52300000.0,156800000.0,-38700000.0,-176500000.0,0.0,-70100000.0
,accountsReceivables,0.0,0.0,43000000.0,-37000000.0,-32000000.0,-14000000.0,59000000.0,18000000.0,213000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,75000000.0,-26000000.0,-29000000.0,2000000.0,16000000.0,-13000000.0,-26000000.0,-30000000.0,-74000000.0,-92000000.0,-29000000.0,151900000.0,-74100000.0,0.0,-31200000.0,73000000.0,106700000.0,0.0,-70400000.0,43200000.0,-50900000.0,-46900000.0,-69700000.0,17900000.0,10900000.0,8400000.0,6900000.0,0.0,0.0,-19200000.0
,accountsPayables,-67000000.0,-62000000.0,67000000.0,69000000.0,-58000000.0,100000000.0,103000000.0,128000000.0,-53000000.0,145000000.0,17000000.0,32600000.0,-56700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,493000000.0,150000000.0,140000000.0,194000000.0,212000000.0,43000000.0,296000000.0,486000000.0,449000000.0,659000000.0,762400000.0,441400000.0,165100000.0,67000000.0,460400000.0,494300000.0,758400000.0,589800000.0,755700000.0,763700000.0,836700000.0,850000000.0,604500000.0,380200000.0,327900000.0,171100000.0,0.0,0.0,0.0
,otherNonCashItems,86000000.0,-111000000.0,18000000.0,-115000000.0,-126000000.0,250000000.0,80000000.0,16000000.0,-86000000.0,18000000.0,22000000.0,203300000.0,78300000.0,-131800000.0,7900000.0,-269600000.0,-197300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33700000.0,-176000000.0,-267000000.0,0.0,283000000.0
,netCashProvidedByOperatingActivites,457000000.0,405000000.0,791000000.0,721000000.0,751000000.0,608000000.0,675000000.0,682000000.0,575000000.0,503000000.0,592000000.0,800000000.0,707600000.0,636400000.0,150300000.0,503800000.0,609900000.0,353100000.0,603100000.0,538100000.0,364800000.0,563000000.0,647300000.0,445200000.0,317800000.0,252600000.0,227400000.0,231700000.0,214400000.0,284300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-311000000.0,-426000000.0,-536000000.0,-441000000.0,-454000000.0,-402000000.0,-369000000.0,-361000000.0,-290000000.0,-285000000.0,-503000000.0,-427600000.0,-361700000.0,-292500000.0,-320300000.0,-404100000.0,-461800000.0,-431500000.0,-496000000.0,-531900000.0,-481400000.0,-684400000.0,-4273700000.0,-471300000.0,-831300000.0,-283600000.0,-286000000.0,-266200000.0,-250800000.0,-216200000.0
,acquisitionsNet,0.0,-190000000.0,-123000000.0,-39000000.0,-56000000.0,-2351000000.0,-114000000.0,-36000000.0,-5000000.0,-144000000.0,-817000000.0,-5000000.0,0.0,1760000000.0,15000000.0,155000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375300000.0
,otherInvestingActivites,10000000.0,201000000.0,11000000.0,14000000.0,85000000.0,1000000.0,28000000.0,-37000000.0,74000000.0,0.0,6000000.0,13400000.0,-15500000.0,0.0,127300000.0,0.0,1430900000.0,66700000.0,39000000.0,605300000.0,94400000.0,337100000.0,41100000.0,-79700000.0,9200000.0,-50700000.0,-34000000.0,-31900000.0,-55600000.0,0.0
