date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,27580000.0,26576000.0,17725000.0,-6893000.0,29021000.0,65861000.0,62664000.0,65562000.0,30157000.0,9964000.0,5422000.0,10910000.0,12655000.0,1017000.0,-100000.0
,depreciationAndAmortization,8747000.0,8942000.0,10996000.0,9591000.0,5408000.0,5251000.0,4958000.0,2103000.0,1591000.0,576000.0,178000.0,74000.0,37000.0,0.0,0.0
,deferredIncomeTax,8123000.0,1871000.0,141000.0,-4913000.0,155000.0,-1101000.0,-4742000.0,557000.0,-2366000.0,-1984000.0,1690000.0,1316000.0,-2910000.0,-653000.0,0.0
,stockBasedCompensation,8133000.0,6460000.0,4632000.0,4523000.0,4198000.0,5212000.0,8110000.0,5365000.0,844000.0,27000.0,87000.0,483000.0,466000.0,0.0,0.0
,changeInWorkingCapital,441529000.0,-52133000.0,9194000.0,-123071000.0,-17577000.0,20208000.0,-51153000.0,-235103000.0,-101729000.0,43722000.0,13250000.0,-36482000.0,77497000.0,0.0,100000.0
,accountsReceivables,-680000.0,-12355000.0,-19667000.0,-103635000.0,2355000.0,-3807000.0,-1150000.0,-4032000.0,3267000.0,-6400000.0,-923000.0,122000.0,-1765000.0,-3256000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,11000.0,62000.0,-1000.0,-3279000.0,2210000.0,866000.0,-4442000.0,3283000.0,1377000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-11848000.0,-453377000.0,-401244000.0,-410438000.0,-287367000.0,-269790000.0,-289998000.0,-238845000.0,-3742000.0,97987000.0,54265000.0,41015000.0,77497000.0,0.0,0.0
,otherNonCashItems,-416801000.0,62331000.0,-14093000.0,137189000.0,66770000.0,-50161000.0,68892000.0,216988000.0,177769000.0,3728000.0,-4496000.0,10225000.0,-21103000.0,19500000.0,0.0
,netCashProvidedByOperatingActivites,77311000.0,54047000.0,28595000.0,16426000.0,87975000.0,45270000.0,88729000.0,55472000.0,106266000.0,56033000.0,16131000.0,-13474000.0,66642000.0,19864000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-6437000.0,-2887000.0,-2187000.0,-2340000.0,-865000.0,-840000.0,-453000.0,-3433000.0,-1196000.0,-3144000.0,-7534000.0,-314000.0,-268000.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-11741000.0,-435000.0,-4500000.0,0.0,-8157000.0,-5309000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-107615000.0,-109651000.0,-374144000.0,-169422000.0,-112634000.0,-156015000.0,-130262000.0,-94780000.0,-5711000.0,-38000000.0,-37305000.0,-30066000.0,-10527000.0,-17055000.0,0.0
,salesMaturitiesOfInvestments,214201000.0,172357000.0,365681000.0,91938000.0,68273000.0,88750000.0,119778000.0,8172000.0,13853000.0,27896000.0,45152000.0,9349000.0,0.0,0.0,0.0
,otherInvestingActivites,43066000.0,-9360000.0,-7028000.0,-340000.0,7939000.0,-11822000.0,-3215000.0,1000.0,0.0,1606000.0,-526000.0,0.0,-450000.0,-36000.0,0.0
,netCashUsedForInvestingActivites,143215000.0,50459000.0,-17678000.0,-80164000.0,-49028000.0,-80362000.0,-18652000.0,-90040000.0,-1211000.0,-16951000.0,-213000.0,-21031000.0,-11245000.0,-17091000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-21507000.0,-91318000.0,-1127000.0,-41224000.0,-11802000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20082000.0,0.0,0.0,0.0,9798000.0,12955000.0,0.0
,commonStockRepurchased,-6708000.0,-20054000.0,-21166000.0,-45872000.0,-20490000.0,-2402000.0,-39031000.0,-30886000.0,0.0,-1887000.0,-3596000.0,-3111000.0,0.0,0.0,0.0
,dividendsPaid,-12694000.0,-13012000.0,-11318000.0,-13906000.0,-12438000.0,-12428000.0,-12355000.0,-10902000.0,-8561000.0,-3825000.0,-1877000.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,24204000.0,9660000.0,6323000.0,140032000.0,18573000.0,3305000.0,2656000.0,139540000.0,13278000.0,12136000.0,951000.0,9000.0,136000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-16705000.0,-114724000.0,-27288000.0,39030000.0,-26157000.0,-11525000.0,-48730000.0,97752000.0,24799000.0,6424000.0,-4522000.0,-3102000.0,9934000.0,12955000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,2000.0,-22000.0,-164000.0,61000.0,3000.0,-61000.0,-29000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
