date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,45000000.0,44675000000.0,39815000000.0,38524000000.0,36534000000.0,35653000000.0,35239000000.0,34507000000.0,33315000000.0,32654000000.0,31400000000.0,32013000000.0,29394000000.0,36769000000.0,35796000000.0,35383000000.0,33936000000.0,32149000000.0,29579000000.0,28865000000.0,29134000000.0,26959000000.0,25879000000.0,24949000000.0,24299000000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,45000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,5804000000.0,5869000000.0,4658000000.0,4106000000.0,4081000000.0,4341000000.0,4387000000.0,4118000000.0,3468000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,73000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,73000000.0,38224000000.0,36794000000.0,34447000000.0,34325000000.0,32043000000.0,30588000000.0,29495000000.0,29620000000.0,31277000000.0,29922000000.0,30250000000.0,32039000000.0,29744000000.0,27986000000.0,32911000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,73000000.0,38586000000.0,37071000000.0,34533000000.0,33780000000.0,32371000000.0,31003000000.0,31111000000.0,30009000000.0,31694000000.0,30274000000.0,30765000000.0,32419000000.0,30116000000.0,28618000000.0,33295000000.0,29350000000.0,28578000000.0,28039000000.0,27580000000.0,26087000000.0,23052000000.0,21134000000.0,20515000000.0,21630000000.0
,interestExpense,-328000000.0,327000000.0,332000000.0,335000000.0,295000000.0,292000000.0,322000000.0,367000000.0,373000000.0,367000000.0,367000000.0,392000000.0,351000000.0,333000000.0,357000000.0,330000000.0,308000000.0,275000000.0,278000000.0,248000000.0,229000000.0,357000000.0,118000000.0,100000000.0,76000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,686000000.0,126000000.0,105000000.0,483000000.0,382000000.0,371000000.0,366000000.0,368000000.0,388000000.0,252000000.0,94000000.0,-91000000.0,-376000000.0,-257000000.0,-188000000.0,-67000000.0,-4000000.0,-3000000.0,-62000000.0,54000000.0,53000000.0,-17000000.0,-22000000.0,-22000000.0,-19000000.0
