date,,2021-01-01_FY,2019-12-27_FY,2018-12-28_FY,2017-12-29_FY,2016-12-30_FY,2016-01-01_FY,2014-12-26_FY,2013-12-27_FY,2012-12-28_FY,2011-12-30_FY,2010-12-31_FY,2010-01-01_FY,2008-12-26_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,46000000.0,66500000.0,-21900000.0,120800000.0,225100000.0,62400000.0,142400000.0,-34400000.0,143200000.0,92500000.0,62200000.0,143900000.0,157700000.0,179800000.0,-145100000.0,106600000.0,139200000.0,226400000.0,195200000.0,96200000.0,33100000.0,56900000.0,59300000.0,43800000.0
,depreciationAndAmortization,95000000.0,97900000.0,100500000.0,79900000.0,78500000.0,72400000.0,73300000.0,69900000.0,70000000.0,73500000.0,78700000.0,83700000.0,85300000.0,80900000.0,83800000.0,89000000.0,70900000.0,63000000.0,61700000.0,61200000.0,57800000.0,45200000.0,35800000.0,20600000.0
,deferredIncomeTax,0.0,5200000.0,3600000.0,1600000.0,-8200000.0,900000.0,4700000.0,4500000.0,500000.0,-11200000.0,-3300000.0,-18100000.0,-800000.0,4900000.0,-6100000.0,-3700000.0,7800000.0,-1100000.0,-400000.0,-800000.0,-2800000.0,6400000.0,0.0,0.0
,stockBasedCompensation,7000000.0,8400000.0,11500000.0,12100000.0,24900000.0,16800000.0,12400000.0,9900000.0,10300000.0,9200000.0,7500000.0,10000000.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-30600000.0,-64200000.0,-73200000.0,34000000.0,-12000000.0,-27500000.0,-1500000.0,69500000.0,41300000.0,8400000.0,-29300000.0,342900000.0,-291000000.0,66000000.0,9000000.0,116300000.0,156800000.0,39700000.0,-28500000.0,-25000000.0,-46800000.0,26500000.0,12900000.0,14700000.0
,accountsReceivables,16000000.0,22000000.0,-2000000.0,-16000000.0,5000000.0,-9000000.0,-20000000.0,-45000000.0,1000000.0,21000000.0,0.0,45000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,38000000.0,8100000.0,-2800000.0,-49400000.0,-11800000.0,20200000.0,8200000.0,-50600000.0,-50600000.0,-21500000.0,31100000.0,19000000.0,-38000000.0,-1900000.0,-19500000.0,-45100000.0,-14100000.0,-23200000.0,-11500000.0,10500000.0,7400000.0,-40300000.0,-22800000.0,-4100000.0
,accountsPayables,-11000000.0,-53300000.0,131300000.0,27000000.0,11800000.0,2900000.0,17500000.0,27400000.0,-6200000.0,13900000.0,0.0,-40000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,458000000.0,488600000.0,552800000.0,626000000.0,592000000.0,604000000.0,631500000.0,633000000.0,563500000.0,522200000.0,513800000.0,543100000.0,200200000.0,491200000.0,425200000.0,416200000.0,299900000.0,143100000.0,103400000.0,131900000.0,156900000.0,203700000.0,177200000.0,164300000.0
,otherNonCashItems,0.0,4600000.0,45800000.0,30600000.0,26500000.0,78700000.0,15100000.0,135400000.0,6400000.0,31300000.0,-2000000.0,18400000.0,26600000.0,28800000.0,90600000.0,0.0,6500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,180000000.0,169100000.0,246600000.0,194200000.0,344600000.0,237200000.0,230700000.0,108700000.0,172600000.0,195700000.0,197400000.0,256100000.0,215600000.0,152500000.0,25300000.0,110000000.0,157000000.0,264000000.0,311400000.0,230200000.0,98500000.0,38900000.0,64000000.0,82900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-22000000.0,-122300000.0,-150500000.0,-138500000.0,-146700000.0,-131600000.0,-149100000.0,-159500000.0,-79700000.0,-79400000.0,-70800000.0,-11000000.0,-101500000.0,-81400000.0,-102100000.0,-81100000.0,-94000000.0,-58100000.0,-63400000.0,-69700000.0,-78600000.0,-171300000.0,-65200000.0,-23200000.0
,acquisitionsNet,0.0,0.0,-358000000.0,0.0,-9000000.0,-9000000.0,-13000000.0,-21000000.0,0.0,0.0,0.0,0.0,-415000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-17900000.0,-29400000.0,-142000000.0,-108400000.0,-117400000.0,-131100000.0,-95500000.0,-12900000.0,-50000000.0,0.0,0.0,0.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,88000000.0,-314900000.0,146700000.0,111800000.0,124300000.0,120000000.0,97700000.0,20200000.0,54700000.0,0.0,0.0,0.0,400000.0,0.0,1300000.0,-300000.0,14500000.0,37000000.0,3100000.0,1400000.0,-1100000.0,-8500000.0,-10200000.0
,netCashUsedForInvestingActivites,1000000.0,-52200000.0,-494800000.0,-133800000.0,-143300000.0,-124700000.0,-160200000.0,-161900000.0,-72400000.0,-74700000.0,-50600000.0,-66900000.0,-499500000.0,-50800000.0,-84300000.0,-78100000.0,-412000000.0,-159400000.0,-68300000.0,-66600000.0,-81200000.0,-172300000.0,-69100000.0,-31500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-796000000.0,-814100000.0,-798600000.0,-673300000.0,-648400000.0,-606600000.0,-612500000.0,-567200000.0,-593400000.0,-663500000.0,-612800000.0,-512000000.0,-713000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
