date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,27407000.0,18011000.0,20665000.0,24147000.0,24422000.0
,depreciationAndAmortization,22184000.0,21112000.0,22306000.0,20096000.0,17452000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,2945000.0,14032000.0,-13039000.0,-9826000.0,6538000.0
,accountsReceivables,-1722000.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,5526000.0,2581000.0,-11451000.0,1588000.0,11414000.0
,otherNonCashItems,-17410000.0,-16923000.0,12714000.0,10140000.0,-17007000.0
,netCashProvidedByOperatingActivites,35126000.0,36232000.0,42646000.0,44557000.0,31405000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,-50102000.0,-123457000.0
,acquisitionsNet,0.0,0.0,1000000.0,0.0,1000000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,33000.0
,otherInvestingActivites,333000.0,-12925000.0,-60661000.0,26658000.0,41513000.0
,netCashUsedForInvestingActivites,333000.0,-12925000.0,-59661000.0,-23444000.0,-80911000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-64929000.0,-106228000.0,-89483000.0,-71056000.0,-167691000.0
,commonStockIssued,0.0,5200000.0,3138000.0,5570000.0,25787000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-29441000.0,-35421000.0,-34421000.0,-31704000.0,-28230000.0
,otherFinancingActivites,60507000.0,108377000.0,139846000.0,72423000.0,224324000.0
,netCashUsedProvidedByFinancingActivities,-33863000.0,-28072000.0,19080000.0,-24767000.0,54190000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1596000.0,-4765000.0,2065000.0,-3654000.0,4684000.0
,cashAtEndOfPeriod,13564000.0,11968000.0,16733000.0,13766000.0,17420000.0
,cashAtBeginningOfPeriod,11968000.0,16733000.0,14668000.0,17420000.0,12736000.0
,operatingCashFlow,35126000.0,36232000.0,42646000.0,44557000.0,31405000.0
,capitalExpenditure,0.0,-12640000.0,-60513000.0,-23801000.0,-81145000.0
,freeCashFlow,35126000.0,36232000.0,42646000.0,44557000.0,31405000.0
