Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,1451812000.0,369521000.0,153152000.0,33876000.0
Short-term investments,147451000.0,13721000.0,9236000.0,0.0
Cash and short-term investments,1599263000.0,383242000.0,162388000.0,33876000.0
Receivables,715324000.0,611321000.0,496405000.0,31671000.0
Inventories,484622000.0,249735000.0,192372000.0,13851000.0
Total current assets,2857456000.0,1295360000.0,859843000.0,80021000.0
Property, Plant & Equipment Net,40042000.0,28755000.0,10801000.0,451000.0
Goodwill and Intangible Assets,69652000.0,11269000.0,1223000.0,0.0
Long-term investments,208949000.0,85238000.0,78057000.0,308000.0
Tax assets,75032000.0,41895000.0,22972000.0,
Total non-current assets,401025000.0,170157000.0,113053000.0,
Total assets,3258481000.0,1465517000.0,972896000.0,80779000.0
Payables,1064106000.0,710858000.0,547572000.0,40042000.0
Short-term debt,38936000.0,35243000.0,12662000.0,0.0
Total current liabilities,1387692000.0,877249000.0,634370000.0,42782000.0
Long-term debt,0.0,0.0,0.0,0.0
Total debt,38936000.0,35243000.0,12662000.0,
Deferred revenue,0.0,0.0,0.0,
Tax Liabilities,58999000.0,24070000.0,20628000.0,
Deposit Liabilities,5943000.0,10683000.0,5885000.0,
Total non-current liabilities,61211000.0,10486000.0,0.0,
Total liabilities,1448903000.0,887735000.0,634370000.0,42088000.0
Other comprehensive income,97141000.0,22100000.0,15791000.0,
Retained earnings (deficit),340046000.0,131192000.0,-36490000.0,-32393000.0
Total shareholders equity,1810915000.0,225775000.0,30179000.0,-26324000.0
Investments,356400000.0,98959000.0,87293000.0,-2000000.0
Net Debt,-1560327000.0,,,
Other Assets,-2383821000.0,,,
Other Liabilities,284650000.0,131148000.0,74136000.0,2740000.0
