date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,313364000.0,494675000.0,571823000.0,352590000.0,108027000.0,34745000.0,-65325000.0
,depreciationAndAmortization,0.0,25772000.0,19847000.0,15328000.0,13982000.0,20950000.0,23060000.0
,deferredIncomeTax,0.0,16839000.0,4438000.0,-1503000.0,-4630000.0,-977000.0,866000.0
,stockBasedCompensation,0.0,61289000.0,41011000.0,48037000.0,36902000.0,26399000.0,13779000.0
,changeInWorkingCapital,0.0,-67200000.0,-154939000.0,117138000.0,36385000.0,94191000.0,-38062000.0
,accountsReceivables,0.0,-115086000.0,-109654000.0,-41395000.0,-33109000.0,4988000.0,-11998000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,5161000.0,64277000.0,84444000.0,8915000.0,0.0,0.0
,otherWorkingCapital,0.0,2835323000.0,1839254000.0,1563496000.0,319134000.0,289629000.0,473618000.0
,otherNonCashItems,0.0,163409000.0,46041000.0,57823000.0,84843000.0,33618000.0,60192000.0
,netCashProvidedByOperatingActivites,0.0,631653000.0,488007000.0,539151000.0,236244000.0,181971000.0,-19412000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-21746000.0,-28350000.0,-20454000.0,-13253000.0,-10858000.0,-14743000.0
,acquisitionsNet,0.0,0.0,-40000000.0,-2298000.0,0.0,-22025000.0,-9648000.0
,purchasesOfInvestments,0.0,-1230596000.0,-1792481000.0,-1439558000.0,-314363000.0,-149374000.0,-230161000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,0.0,-1201358000.0,-254032000.0,-815422000.0,-96745000.0,-228310000.0,21045000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-80666000.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,275000.0,781000.0,2285000.0,4183000.0,7822000.0,-5365000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,0.0,791869000.0,-1415000.0,883578000.0,3035000.0,4959000.0,42695000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-3775000.0,1083000.0,28880000.0,-15208000.0,-6045000.0,-2035000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,218389000.0,233643000.0,636187000.0,127326000.0,-47425000.0,35766000.0
,cashAtEndOfPeriod,0.0,1452985000.0,1234596000.0,1000953000.0,313673000.0,7490000.0,282166000.0
,cashAtBeginningOfPeriod,0.0,1234596000.0,1000953000.0,364766000.0,186347000.0,54915000.0,246400000.0
,operatingCashFlow,0.0,631653000.0,488007000.0,539151000.0,236244000.0,181971000.0,-19412000.0
,capitalExpenditure,0.0,-120000.0,136000.0,107000.0,-13253000.0,-10858000.0,-14743000.0
,freeCashFlow,0.0,609907000.0,459657000.0,518697000.0,222991000.0,171113000.0,-34155000.0
