date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1997-05-31_FY
,revenue,774072000.0,1114820000.0,1041304000.0,1007356000.0,924641000.0,859878000.0,757970000.0,724307000.0,691509000.0,638793000.0,596076000.0,564178000.0,641680000.0,615494000.0,544662000.0,477399000.0,428806000.0,386104000.0,365562000.0,341428000.0,167474000.0,161600000.0,165400000.0,101200000.0,430000000.0
,costOfRevenue,462913000.0,593587000.0,534266000.0,567083000.0,525716000.0,488763000.0,412619000.0,406777000.0,388289000.0,352502000.0,332432000.0,308532000.0,339911000.0,320068000.0,281220000.0,246348000.0,224205000.0,198036000.0,193091000.0,170671000.0,0.0,-5700000.0,15400000.0,92300000.0,247100000.0
,grossProfit,311159000.0,521233000.0,507038000.0,440273000.0,398925000.0,371115000.0,345351000.0,317530000.0,303220000.0,286291000.0,263644000.0,255646000.0,301769000.0,295426000.0,263442000.0,231051000.0,204601000.0,188068000.0,172471000.0,170757000.0,0.0,167300000.0,150000000.0,8900000.0,182900000.0
,grossProfitRatio,0.401976818693868,0.467549021366678,0.486926008159001,0.437058001342127,0.431437714745507,0.431590295367482,0.455626212119213,0.438391455556829,0.438490316105792,0.448174917383252,0.442299304115583,0.453130040519127,0.470279578606159,0.479981933211372,0.483679786730119,0.48397881017765,0.477141178061874,0.487091560822991,0.47179684978198,0.500125941633375,0.0,1.03527227722772,0.90689238210399,0.0879446640316206,0.425348837209302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,148524000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56075000.0,57787000.0,55900000.0,50700000.0,29500000.0,55100000.0
,SellingAndMarketingExpenses,402568000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,4147000.0,4862000.0,-1437000.0,3229000.0,1504000.0,820000.0,-427000.0,1780000.0,1989000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
