date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-215112000.0,-249905000.0,-105966000.0,181154000.0,-45517000.0,-31205000.0,-179048000.0,-187044000.0,222306000.0,-9442054.0,6536857.0,-1149427.0,1074435.0,867315.0
,depreciationAndAmortization,53322000.0,53909000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,4071000.0,2694000.0,2397000.0,937000.0,881000.0,953000.0,1153000.0,1516000.0,741000.0,145230.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-103116000.0,141341000.0,-53985000.0,-77379000.0,-194984000.0,147372000.0,464112000.0,-582542000.0,37365000.0,-9952892.0,-3360521.0,-1422099.0,-10608.0,505996.0
,accountsReceivables,21828000.0,-12443000.0,-53000.0,-3713000.0,17415000.0,6816000.0,703000.0,13411000.0,-36855000.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-31326000.0,20843000.0,4468000.0,-4485000.0,-5987000.0,-11990000.0,-18931000.0,-4139000.0,11010000.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,177805000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4767069054.0,-1053142103.0,21440733.0,-8071194.0,-8882615.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9117865.0,-1149427.0,0.0,0.0
,netCashProvidedByOperatingActivites,-257824000.0,-40717000.0,75223000.0,110079000.0,-203426000.0,238255000.0,315100000.0,370438000.0,343681000.0,118071607.0,9164650.0,-2606826.0,1063827.0,1373311.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-73174000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-4621776000.0,-1685058000.0,-765828000.0,0.0,0.0,0.0,0.0,0.0,0.0,-6677722946.0,-1163971179.0,-60315460.0,0.0,0.0
,salesMaturitiesOfInvestments,4643049000.0,1786090000.0,661883000.0,0.0,0.0,0.0,0.0,0.0,0.0,2080384867.0,109684377.0,178286.0,0.0,0.0
,otherInvestingActivites,7064455000.0,-4490803000.0,570203000.0,-896803000.0,5741374000.0,2196108000.0,-796476000.0,4335491000.0,-14129372000.0,-142518031.0,67697617.0,0.0,-1095122.0,-249029380.0
,netCashUsedForInvestingActivites,7085728000.0,-4389771000.0,466258000.0,-896803000.0,5668200000.0,2196108000.0,-796476000.0,4335491000.0,-14129372000.0,-4739856110.0,-986589185.0,-60137174.0,-1095122.0,-249029380.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34705492454.0,-2911930693.0,0.0,0.0,0.0
,commonStockIssued,54575000.0,321860000.0,38014000.0,133193000.0,0.0,147000.0,263000.0,438566000.0,1498233000.0,561821957.0,94117186.0,0.0,0.0,257525000.0
,commonStockRepurchased,-210360000.0,-71479000.0,0.0,0.0,-14658000.0,-144942000.0,-5750000.0,-53012000.0,0.0,0.0,0.0,-226478058.0,0.0,0.0
,dividendsPaid,-85273000.0,-140111000.0,-114056000.0,-105289000.0,-126633000.0,-182764000.0,-230783000.0,-306805000.0,-271467000.0,-87295603.0,-8907809.0,-23368.0,0.0,0.0
,otherFinancingActivites,-6688344000.0,4361185000.0,-515634000.0,752279000.0,-5341635000.0,-2311440000.0,715729000.0,-5059482000.0,13077835000.0,39069779141.0,3832836427.0,295896671.0,0.0,-9835550.0
,netCashUsedProvidedByFinancingActivities,-6929402000.0,4471455000.0,-591676000.0,780183000.0,-5482926000.0,-2638999000.0,479459000.0,-4980733000.0,14304601000.0,4838813041.0,1006115111.0,69395245.0,0.0,247689450.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-101498000.0,40967000.0,-50195000.0,-6541000.0,-18152000.0,-204636000.0,-1917000.0,-274804000.0,518910000.0,217028538.0,28690576.0,6651245.0,-31295.0,0.0
,cashAtEndOfPeriod,171668000.0,273166000.0,232199000.0,265232000.0,271773000.0,289925000.0,494561000.0,496478000.0,771282000.0,252372445.0,35343907.0,6653331.0,2086.0,33381.0
,cashAtBeginningOfPeriod,273166000.0,232199000.0,282394000.0,271773000.0,289925000.0,494561000.0,496478000.0,771282000.0,252372000.0,35343907.0,6653331.0,2086.0,33381.0,0.0
