Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,,,,,,
Stock-based compensation,0.0,0.0,0.0,0.0,0.0,0.0
Operating Cash Flow,-1135237.0,-1219010.0,-1445715.0,-2313606.0,-2793293.0,610001.0
Capital Expenditure,0.0,0.0,0.0,0.0,0.0,0.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,952534.0,0.0,2183850.0,1900408.0,-14315870.0,-247926323.0
Investing Cash flow,952534.0,0.0,2183850.0,1900408.0,-149590776.0,-112651417.0
Issuance (repayment) of debt,0.0,0.0,0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,-56502.0,814196.0,-32788.0,-18321.0,-46554.0,279999990.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,-56502.0,804180.0,-32788.0,-18321.0,-570027.0,265389990.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-239205.0,-414830.0,705347.0,-431519.0,-152954096.0,153348574.0
Free Cash Flow,-1135237.0,-1219010.0,-1445715.0,-2313606.0,-2793293.0,610001.0
Net Cash/Marketcap,,,,,,
