date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-26469000.0,-16612000.0,-66515000.0,-93435402.0,-73556230.0,-47031118.0,-16525314.0,-19986826.0,-12069687.0,-8115740.0,-10812200.0,929244.0,-5416418.0,-2454453.0,-6197744.0,-1805789.0,-538076.0,-10000.0,-10000.0
,depreciationAndAmortization,1978000.0,1483000.0,1501000.0,1120420.0,536192.0,265390.0,203297.0,178636.0,161778.0,160694.0,138948.0,111156.0,197345.0,263776.0,144390.0,41101.0,15818.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,892000.0,2005000.0,6990000.0,27835673.0,23472947.0,0.0,0.0,28055.0,1146843.0,795226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-7068000.0,4035000.0,-32785526.0,-71790283.0,21071843.0,93318641.0,1905864.0,24317538.0,836863.0,-5001688.0,1509392.0,-3722726.0,-5136090.0,1814521.0,-111091.0,2761805.0,-1296063.0,-100000.0,0.0
,accountsReceivables,0.0,1664000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-2307000.0,0.0,0.0,0.0,8354447.0,1094155.0,-1948987.0,-1140901.0,0.0,739536.0,388924.0,1421838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,24560000.0,31628000.0,27593000.0,60378526.0,132168809.0,111096966.0,17778325.0,15872461.0,-8445077.0,-9281940.0,-4280252.0,-5789644.0,-2066918.0,3069172.0,1254651.0,1365742.0,-1396063.0,-100000.0,0.0
,otherNonCashItems,644000.0,0.0,-6000.0,0.0,914379.0,21474590.0,4473585.0,6383606.0,3109604.0,-3418115.0,4014993.0,1455478.0,395049.0,-93130.0,3471323.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,-21940000.0,-36128000.0,-62129000.0,-76923985.0,-9070545.0,-24135544.0,-17021659.0,-8713945.0,-4568344.0,-8942842.0,-6423940.0,-2034636.0,-4153088.0,-4234046.0,-1795045.0,-1539930.0,-436636.0,-10000.0,-10000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-54000.0,-1425000.0,-3449271.0,-3222442.0,-972859.0,-24595.0,-24616.0,-91844.0,0.0,-12436.0,0.0,-211312.0,-395968.0,-258995.0,-80577.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,-12487000.0,-71175703.0,-44524783.0,-45655103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-314953.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,58891000.0,63930000.0,50530000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,-390000.0,-587000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-124469.0,0.0,0.0
,netCashUsedForInvestingActivites,-748000.0,-1198000.0,43173000.0,-12454888.0,1556033.0,-47449887.0,-439675.0,-295749.0,-396749.0,-296358.0,-867209.0,-308749.0,-211312.0,-395968.0,-258995.0,-440470.0,-124469.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0,-64926.0,-884632.0,-87941.0,-769379.0,-1798119.0,-16672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,15497000.0,24485000.0,39706000.0,2510236.0,55880021.0,120903470.0,14580808.0,27438931.0,0.0,0.0,0.0,0.0,0.0,8042917.0,0.0,4023327.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78014.0,-600000.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-1000.0,-15000.0,-561000.0,-2235033.0,-61350.0,-1375979.0,0.0,-66919.0,-62000.0,-77000.0,0.0,-299494.0,0.0,0.0,-260000.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,15503000.0,24571000.0,39197000.0,527702.0,53703809.0,120540254.0,14516132.0,29561524.0,3868787.0,10227357.0,6739708.0,2943469.0,382154.0,5910830.0,2740000.0,4023327.0,546224.0,10000.0,10000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
