date,,2021-01-30_FY,2020-02-01_FY,2019-02-02_FY,2018-02-03_FY,2017-01-28_FY,2016-01-30_FY,2015-01-31_FY,2014-01-31_FY,2013-01-31_FY,2012-01-31_FY,2011-01-31_FY
,revenue,5271112000.0,5072037000.0,5271944000.0,5361960000.0,5197292000.0,4912782000.0,4738000000.0,4570000000.0,4408000000.0,4210000000.0,4031000000.0
,costOfRevenue,3315035000.0,3199780000.0,3248276000.0,3233171000.0,3169476000.0,2944431000.0,2837000000.0,2748000000.0,2643000000.0,2532000000.0,2467000000.0
,grossProfit,1956077000.0,1872257000.0,2023668000.0,2128789000.0,2027816000.0,1968351000.0,1901000000.0,1822000000.0,1765000000.0,1678000000.0,1564000000.0
,grossProfitRatio,0.371093803356863,0.36913315103971,0.383856125937605,0.397016949026102,0.390167802771135,0.400659137734994,0.401224145208949,0.398687089715536,0.40040834845735,0.398574821852732,0.387993053832796
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1390620000.0,1308888000.0,1355818000.0,1385999000.0,1305136000.0,1247747000.0,1234000000.0,1193000000.0,1147000000.0,1123000000.0,1059000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-1550000.0,1260000.0,-2362000.0,533000.0,0.0,594000.0,-3000000.0,-2000000.0,1000000.0,-9000000.0,-10000000.0
,operatingExpenses,1390620000.0,1358536000.0,1461891000.0,1393399000.0,1319828000.0,1256232000.0,1274000000.0,0.0,0.0,0.0,0.0
,costAndExpenses,4705655000.0,4558316000.0,4710167000.0,4626570000.0,4489304000.0,4200663000.0,4111000000.0,3960000000.0,3808000000.0,3672000000.0,3543000000.0
,interestExpense,-152442000.0,154090000.0,147085000.0,129116000.0,126270000.0,139405000.0,199000000.0,215000000.0,245000000.0,254000000.0,276000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,130303000.0,125499000.0,124271000.0,118912000.0,115801000.0,114756000.0,111000000.0,106000000.0,97000000.0,101000000.0,103000000.0
,EBITDA,663843000.0,639220000.0,686048000.0,854302000.0,823789000.0,826875000.0,738000000.0,716000000.0,697000000.0,639000000.0,591000000.0
,EBITDARatio,0.12593983963915,0.126028260440529,0.130131883039729,0.159326440331521,0.158503505286984,0.168310948867668,0.155761924862811,0.156673960612691,0.158121597096189,0.151781472684086,0.146613743487968
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,533540000.0,513721000.0,561777000.0,735390000.0,707988000.0,712119000.0,627000000.0,610000000.0,600000000.0,538000000.0,488000000.0
,operatingIncomeRatio,0.101219628799388,0.101284947250976,0.106559743426713,0.137149475191907,0.136222478937108,0.144952289761687,0.132334318277754,0.133479212253829,0.136116152450091,0.127790973871734,0.121061771272637
,totalOtherIncomeExpensesNet,-1550000.0,-1260000.0,2362000.0,-533000.0,55000.0,-594000.0,-77000000.0,-16000000.0,-40000000.0,-27000000.0,-63000000.0
,incomeBeforeTax,360604000.0,358371000.0,417054000.0,605741000.0,581773000.0,572120000.0,351000000.0,379000000.0,315000000.0,257000000.0,149000000.0
,incomeBeforeTaxRatio,0.0684113712628379,0.0706562274683722,0.0791081999353559,0.112970070645809,0.111937716795593,0.116455401440569,0.0740818910932883,0.0829321663019694,0.0714609800362976,0.0610451306413302,0.0369635326221781
,incomeTaxExpense,0.0,85776000.0,97509000.0,215243000.0,203614000.0,209208000.0,134000000.0,136000000.0,115000000.0,100000000.0,46000000.0
,netIncome,294935000.0,272595000.0,319545000.0,390498000.0,378159000.0,362912000.0,217000000.0,243000000.0,200000000.0,157000000.0,103000000.0
,netIncomeRatio,0.0559530892153307,0.0537446789130284,0.0606123661404598,0.0728274735357966,0.0727607761888306,0.0738709757526387,0.0457999155761925,0.0531728665207877,0.0453720508166969,0.03729216152019,0.0255519722153312
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.01264492531101,1.77932,1.86456,2.10436,1.83257,1.73355,1.07,1.2,0.984718,0.773004,0.50713
,EPSDiluted,1.98567975708775,1.77932,1.86456,2.10436,1.83257,1.73355,1.05,1.2,0.984718,0.773004,0.50713
,weightedAverageShsOut,146541000.0,153202000.0,171378000.0,185566000.0,206354000.0,209346000.0,203000000.0,203103839.0,203103839.0,203103839.0,203103839.0
,weightedAverageShsOutDil,148531000.0,153202000.0,171378000.0,185566000.0,206354000.0,209346000.0,207000000.0,203103839.0,203103839.0,203103839.0,203103839.0
