Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,11000000.0,10000000.0,8000000.0,7000000.0,12000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,126000000.0,99000000.0,92000000.0,75000000.0,62000000.0
Inventories,,,,,
Total current assets,566000000.0,538000000.0,355000000.0,253000000.0,257000000.0
Property, Plant & Equipment Net,15000000.0,11000000.0,10000000.0,6000000.0,8000000.0
Goodwill and Intangible Assets,537000000,390000000,342000000,247000000,248000000
Long-term investments,,,,,
Tax assets,000000.0,000000.0,000000.0,12000000.0,12000000.0
Total non-current assets,171000000.0,304000000.0,139000000.0,76000000.0,87000000.0
Total assets,718000000.0,659000000.0,465000000.0,357000000.0,352000000.0
Payables,22000000.0,12000000.0,12000000.0,9000000.0,12000000.0
Short-term debt,5000000.0,000000.0,000000.0,0000000.0,1000000.0
Total current liabilities,77000000.0,52000000.0,55000000.0,52000000.0,51000000.0
Long-term debt,108000000.0,275000000.0,120000000.0,46000000.0,56000000.0
Total debt,108000000.0,275000000.0,120000000.0,46000000.0,56000000.0
Deferred revenue,,,,,
Tax Liabilities,19000000.0,21000000.0,13000000.0,24000000.0,26000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,171000000.0,304000000.0,139000000.0,76000000.0,87000000.0
Total liabilities,248000000.0,356000000.0,194000000.0,128000000.0,138000000.0
Other comprehensive income,000000.0,000000.0,000000.0,-0000000.0,000000.0
Retained earnings (deficit),184000000.0,164000000.0,145000000.0,126000000.0,112000000.0
Total shareholders equity,470000000.0,303000000.0,271000000.0,230000000.0,214000000.0
Investments,,,,,
Net Debt,102000000,265000000,112000000,39000000,45000000
Other Assets,15000000,137000000,4000000,1000000,1000000
Other Liabilities,35000000,25000000,24000000,23000000,26000000
