Date,2018-12-31,2017-12-31,2016-12-31
Revenue,437358290.1592,78151896.9166,8344753.3477
Revenue Growth,4.59625943086101,8.36539327889666,
Cost of Revenue,72881726.3386,11559929.7158,1033595.5364
Gross Profit,364476563.8205,66591967.2007,7311157.8114
R&D Expenses,39089397.974,2315145.7074,378253.7077
SG&A Expense,612266771.6353,78698888.7545,8503964.0029
Operating Expenses,651356169.6093,81014034.4619,8882217.7106
Operating Income,-286879605.7887,-14422067.2612,-1571059.8992
Interest Expense,0.0,0.0,0.0
Earnings before Tax,-281182666.8596,-14322806.6808,-1564057.4514
Income Tax Expense,-57965.4124,0.0,0.0
Net Income - Non-Controlling int,-473882.055,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-281124701.4472,-14322806.6808,-1564057.4514
Preferred Dividends,12499227.6411,908824.5163,0.0
Net Income Com,-293623929.0883,-15231631.1971,-1564057.4514
EPS,-33.5572,-2.5333,-0.2592
EPS Diluted,-33.5572,-2.5333,-0.2592
Weighted Average Shs Out,247085000.0,,
Weighted Average Shs Out (Dil),5065191.3169,3637016.3241,3464722.8222
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.8334,0.8521,0.8761
EBITDA Margin,-0.0928,-0.0277,-0.0269
EBIT Margin,-0.6429,-0.1833,-0.1874
Profit Margin,-0.0971,-0.0295,-0.0269
Free Cash Flow margin,-0.1487,0.2469,0.2168
EBITDA,-280329780.1737,-14272891.6264,-1560981.8575
EBIT,-281182666.8596,-14322806.6808,-1564057.4514
Consolidated Income,-281598583.5022,-14322806.6808,-1564057.4514
Earnings Before Tax Margin,-0.6429,-0.1833,-0.1874
Net Profit Margin,-0.6428,-0.1833,-0.1874
