date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,279598000.0,216824000.0,147699000.0,68221000.0,25048000.0,8378000.0,1604000.0,148000.0,0.0
,costOfRevenue,198275000.0,118103000.0,80105000.0,50142000.0,27878000.0,16523000.0,5624000.0,667000.0,0.0
,grossProfit,81323000.0,98721000.0,67594000.0,18079000.0,-2830000.0,-8145000.0,-4020000.0,-519000.0,0.0
,grossProfitRatio,0.290856873082068,0.455304763310335,0.457646971204951,0.265006376335732,-0.112983072500798,-0.972189066603008,-2.50623441396509,-3.50675675675676,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,240605000.0,141526000.0,63496000.0,46469000.0,44630000.0,42806000.0,22063000.0,16039000.0,5557000.0
,GeneralAndAdministrativeExpenses,324573000.0,79070000.0,52227000.0,39472000.0,24085000.0,16047000.0,12600000.0,5764000.0,3004000.0
,SellingAndMarketingExpenses,168317000.0,122237000.0,74428000.0,53417000.0,28638000.0,22479000.0,8669000.0,2431000.0,0.0
,otherExpenses,-32332000.0,-3891000.0,-2568000.0,-303000.0,348000.0,-94000.0,-79000.0,-26000.0,2000.0
,operatingExpenses,733495000.0,342833000.0,190151000.0,139358000.0,97353000.0,81332000.0,0.0,0.0,0.0
,costAndExpenses,931770000.0,460936000.0,270256000.0,189500000.0,125231000.0,97855000.0,48956000.0,24901000.0,8561000.0
,interestExpense,29766000.0,12412000.0,7030000.0,3654000.0,421000.0,211000.0,61000.0,59000.0,43000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,39050000.0,16206000.0,13540000.0,9181000.0,6553000.0,5321000.0,2315000.0,928000.0,277000.0
,EBITDA,-613122000.0,-227906000.0,-109017000.0,-112098000.0,-93630000.0,-84156000.0,-45037000.0,-23825000.0,-8282000.0
,EBITDARatio,-2.1928697630169,-1.05111057816478,-0.738102492230821,-1.64315973087466,-3.73802299584797,-10.0448794461685,-28.0779301745636,-160.97972972973,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-652172000.0,-244112000.0,-122557000.0,-121279000.0,-100183000.0,-89477000.0,-47352000.0,-24753000.0,-8561000.0
,operatingIncomeRatio,-2.33253456748618,-1.12585322658008,-0.829775421634541,-1.77773706043594,-3.99964068987544,-10.6799952255908,-29.5211970074813,-167.25,0.0
,totalOtherIncomeExpensesNet,-32332000.0,-3891000.0,-2568000.0,-303000.0,348000.0,-94000.0,-79000.0,-26000.0,2000.0
,incomeBeforeTax,-714270000.0,-260415000.0,-132155000.0,-125236000.0,-100256000.0,-89782000.0,-47492000.0,-24838000.0,-8602000.0
,incomeBeforeTaxRatio,-2.55463200738203,-1.20104324244549,-0.894758935402406,-1.83573972823617,-4.0025550942191,-10.7164000954882,-29.6084788029925,-167.824324324324,0.0
,incomeTaxExpense,-112100000.0,-18450000.0,-2800000.0,-1856000.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-602170000.0,-241965000.0,-129355000.0,-123380000.0,-100256000.0,-89782000.0,-47492000.0,-24838000.0,-8602000.0
,netIncomeRatio,-2.1536992396226,-1.11595118621555,-0.875801461079628,-1.80853402911127,-4.0025550942191,-10.7164000954882,-29.6084788029925,-167.824324324324,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-6.62752176449224,-2.66,-1.94,-2.65,-3.02,-3.18,-1.599636,-2.44,-0.605777
,EPSDiluted,-6.62752176449224,-2.66,-1.94,-2.65,-3.02,-3.18,-1.599636,-2.44,-0.605777
,weightedAverageShsOut,134587000.0,90859000.0,66747000.0,46511739.0,33176305.0,28213324.0,29799284.0,10162919.0,14880059.0
,weightedAverageShsOutDil,134587000.0,90859000.0,66747000.0,46511739.0,33176305.0,28213324.0,29799284.0,10162919.0,14880059.0
