Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,216621.0,392687.0,293392.0,59404.0,11997.0
Stock-based compensation,1939611.0,4219165.0,6572963.0,6597359.0,1462061.0
Operating Cash Flow,-23598660.0,-27722198.0,-32051873.0,-20746118.0,-6480866.0
Capital Expenditure,0.0,113498.0,559378.0,265617.0,76141.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,14119433.0,24597716.0,-11686757.0,-26999474.0,0.0
Investing Cash flow,14124238.0,24489562.0,-12240880.0,-27265091.0,-76141.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,-0.0,-0.0
Issuance (buybacks) of shares,-9829624.0,0.0,0.0,0.0,0.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0
Financing Cash Flow,118010.0,2632.0,22098.0,80843751.0,40411160.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-9356412.0,0.0,0.0,0.0,0.0
Free Cash Flow,-23598660.0,-27835696.0,-32611251.0,-21011735.0,-6557007.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0
