Date,2018-12,2017-12,2016-12,2015-12,2014-12
Cash and cash equivalents,13000000.0,35000000.0,33000000.0,42000000.0,40000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,12000000.0,13000000.0,11000000.0,10000000.0,8000000.0
Inventories,,,,,
Total current assets,80000000.0,75000000.0,74000000.0,73000000.0,76000000.0
Property, Plant & Equipment Net,14000000.0,12000000.0,12000000.0,11000000.0,12000000.0
Goodwill and Intangible Assets,60000000,61000000,61000000,62000000,63000000
Long-term investments,,,,,
Tax assets,000000.0,000000.0,000000.0,1000000.0,0000000.0
Total non-current assets,42000000.0,5000000.0,6000000.0,11000000.0,14000000.0
Total assets,108000000.0,127000000.0,121000000.0,129000000.0,130000000.0
Payables,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
Short-term debt,4000000.0,1000000.0,3000000.0,2000000.0,2000000.0
Total current liabilities,47000000.0,32000000.0,32000000.0,44000000.0,28000000.0
Long-term debt,34000000.0,000000.0,1000000.0,3000000.0,6000000.0
Total debt,34000000.0,000000.0,1000000.0,3000000.0,6000000.0
Deferred revenue,000000.0,000000.0,000000.0,0000000.0,0000000.0
Tax Liabilities,6000000.0,4000000.0,5000000.0,7000000.0,7000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,42000000.0,5000000.0,6000000.0,11000000.0,14000000.0
Total liabilities,89000000.0,37000000.0,38000000.0,55000000.0,42000000.0
Other comprehensive income,-3000000.0,-2000000.0,-3000000.0,-3000000.0,-1000000.0
Retained earnings (deficit),-106000000.0,78000000.0,72000000.0,65000000.0,74000000.0
Total shareholders equity,19000000.0,90000000.0,83000000.0,74000000.0,88000000.0
Investments,,,,,
Net Debt,25000000,-34000000,-29000000,-37000000,-32000000
Other Assets,7000000,4000000,3000000,2000000,3000000
Other Liabilities,18000000,12000000,10000000,19000000,5000000
