Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Revenue,750119000.0,678297000.0,488556000.0,347724000.0,269546000.0,246056000.0,223729000.0,204743000.0,167992000.0,129563000.0
Revenue Growth,0.1059,0.3884,0.405,0.29,0.0955,0.0998,0.0927,0.2188,0.2966,-0.056
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,750119000.0,678297000.0,488556000.0,347724000.0,269546000.0,246056000.0,223729000.0,204743000.0,167992000.0,129563000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,288858000.0,278364000.0,213795000.0,164702000.0,133136000.0,124087000.0,109908000.0,99402000.0,93353000.0,80300000.0
Operating Expenses,424198000.0,421994000.0,338418000.0,223894000.0,179925000.0,164948000.0,151921000.0,144493000.0,136802000.0,117610000.0
Operating Income,325921000.0,256303000.0,150138000.0,123830000.0,89621000.0,81108000.0,71808000.0,60250000.0,31190000.0,11953000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,325921000.0,256303000.0,150138000.0,123830000.0,89621000.0,81108000.0,71808000.0,60250000.0,31190000.0,11953000.0
Income Tax Expense,41901000.0,106780000.0,42106000.0,37000000.0,27500000.0,24300000.0,20800000.0,17200000.0,8100000.0,1950000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,284020000.0,149523000.0,108032000.0,86830000.0,62121000.0,56808000.0,51008000.0,43050000.0,23090000.0,10003000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,284020000.0,149523000.0,108032000.0,86830000.0,62121000.0,56808000.0,51008000.0,43050000.0,23090000.0,10003000.0
EPS,3.98,2.11,2.21,2.41,1.98,2.02,1.86,1.57,0.88,0.42
EPS Diluted,3.94,2.08,2.17,2.39,1.97,2.0,1.85,1.57,0.88,0.42
Weighted Average Shs Out,,,,,,,,,,
Weighted Average Shs Out (Dil),71445427.0,71168947.0,70546621.0,38131533.0,32762591.0,29778250.0,27498094.0,27456907.0,27440006.0,23889766.0
Dividend per Share,1.24,1.1,1.06,1.0,0.94,0.87,0.82,0.8,0.8,1.18
Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EBITDA Margin,0.465,0.413,0.355,0.412,0.378,0.379,0.375,0.351,0.254,0.162
EBIT Margin,0.4345,0.3779,0.3073,0.3561,0.3325,0.3296,0.321,0.2943,0.1857,0.0923
Profit Margin,0.379,0.22,0.221,0.25,0.23,0.231,0.228,0.21,0.137,0.077
Free Cash Flow margin,0.4144,0.3863,0.5371,0.2718,0.285,0.3293,0.3793,0.4585,0.4136,0.298
EBITDA,348663000.0,280115000.0,173454000.0,143302000.0,101946000.0,93313000.0,83919000.0,71815000.0,42625000.0,20951000.0
EBIT,325921000.0,256303000.0,150138000.0,123830000.0,89621000.0,81108000.0,71808000.0,60250000.0,31190000.0,11953000.0
Consolidated Income,284020000.0,149523000.0,108032000.0,86830000.0,62121000.0,56808000.0,51008000.0,43050000.0,23090000.0,10003000.0
Earnings Before Tax Margin,0.4345,0.3779,0.3073,0.3561,0.3325,0.3296,0.321,0.2943,0.1857,0.0923
Net Profit Margin,0.3786,0.2204,0.2211,0.2497,0.2305,0.2309,0.228,0.2103,0.1374,0.0772
