date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2012-06-30_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,5208900000.0,5114500000.0,4874600000.0,4492500000.0,4651800000.0,6470600000.0,5657300000.0,5061200000.0,0.0,6019100000.0,6422000000.0,6649400000.0,8874200000.0,7939800000.0,7490000000.0,7899100000.0,6666200000.0,6246600000.0,6492300000.0,9458700000.0
,costOfRevenue,2889500000.0,4114200000.0,3131000000.0,2843900000.0,3069800000.0,4360500000.0,3689400000.0,3204300000.0,0.0,2556400000.0,2974100000.0,3318000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,2319400000.0,1000300000.0,1743600000.0,1648600000.0,1582000000.0,2110100000.0,1967900000.0,1856900000.0,0.0,3462700000.0,3447900000.0,3331400000.0,0.0,0.0,7490000000.0,7899100000.0,0.0,6246600000.0,0.0,0.0
,grossProfitRatio,0.445276353932692,0.195581190732232,0.357690887457432,0.366967167501391,0.340083408573025,0.326105770716781,0.347851448570873,0.366889275270687,0.0,0.575285341662375,0.536888819682342,0.501007609709147,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-15800000.0,21800000.0,-100000.0,-9000000.0,9900000.0,22300000.0,2100000.0,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
