date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,8874000.0,8462000.0,13794000.0,6908000.0,16179000.0
,depreciationAndAmortization,1214000.0,1039000.0,995000.0,1024000.0,1058000.0
,deferredIncomeTax,3432000.0,4200000.0,4620000.0,37269000.0,-56058000.0
,stockBasedCompensation,13204000.0,30093000.0,9819000.0,10182000.0,6933000.0
,changeInWorkingCapital,25750000.0,6421000.0,-29031000.0,17545000.0,-4304000.0
,accountsReceivables,-3637000.0,-297000.0,-59000.0,-6205000.0,-4079000.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-8442000.0,7434000.0,6430000.0,2566000.0,14064000.0
,otherWorkingCapital,72425000.0,46675000.0,40254000.0,69285000.0,51740000.0
,otherNonCashItems,-1145000.0,28364000.0,87402000.0,-5198000.0,94764000.0
,netCashProvidedByOperatingActivites,51329000.0,78579000.0,87599000.0,67730000.0,58572000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-43000.0,-1222000.0,-166000.0,-324000.0,-120000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-25169000.0,-27889000.0,-41603000.0,-869000.0,-2159000.0
,salesMaturitiesOfInvestments,50371000.0,27044000.0,11191000.0,2180000.0,2428000.0
,otherInvestingActivites,-1011000.0,2370000.0,-2786000.0,-445000.0,46000.0
,netCashUsedForInvestingActivites,24148000.0,303000.0,-33364000.0,542000.0,195000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,562000.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-8302000.0,-7892000.0,-8885000.0,-1864000.0,-3453000.0
,dividendsPaid,-9702000.0,-10556000.0,-9137000.0,-6420000.0,-6283000.0
,otherFinancingActivites,-44844000.0,-46045000.0,-61517000.0,-39725000.0,-40624000.0
,netCashUsedProvidedByFinancingActivities,-62286000.0,-64493000.0,-79539000.0,-48009000.0,-50360000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,13068000.0,14389000.0,-25304000.0,19892000.0,8105000.0
,cashAtEndOfPeriod,66584000.0,53516000.0,39127000.0,63414000.0,43522000.0
,cashAtBeginningOfPeriod,53516000.0,39127000.0,64431000.0,43522000.0,35417000.0
,operatingCashFlow,51329000.0,78579000.0,87599000.0,67730000.0,58572000.0
,capitalExpenditure,-43000.0,-1222000.0,-166000.0,-324000.0,-120000.0
,freeCashFlow,51286000.0,77357000.0,87433000.0,67406000.0,58452000.0
