date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,71136000.0,-197614000.0,-36240000.0,-88185000.0,-86652000.0,-16788000.0
,depreciationAndAmortization,8531000.0,7991000.0,7415000.0,3082000.0,1469000.0,121000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,50351000.0,38378000.0,18791000.0,4409000.0,2951000.0,479000.0
,changeInWorkingCapital,288401000.0,-63363000.0,62891000.0,3305000.0,4286000.0,426000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-1623000.0,1033000.0,-526000.0,207000.0,161000.0,1678000.0
,otherWorkingCapital,278487000.0,384687000.0,448050000.0,-553000.0,-699000.0,-168000.0
,otherNonCashItems,-2322000.0,513000.0,0.0,0.0,5280000.0,710000.0
,netCashProvidedByOperatingActivites,416152000.0,-151576000.0,50116000.0,-76635000.0,-72359000.0,-15052000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3095000.0,-17919000.0,-3393000.0,-2875000.0,-6134000.0,-3062000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1285468000.0,-369696000.0,-557930000.0,-179789000.0,-226870000.0,0.0
,salesMaturitiesOfInvestments,665357000.0,535327000.0,273901000.0,141498000.0,14000000.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-623206000.0,147712000.0,-287422000.0,-41166000.0,-219004000.0,-3062000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,614094000.0,0.0,94406000.0,265619000.0,0.0,110000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,-1386000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,634749000.0,6190000.0,97019000.0,296323000.0,300476000.0,48854000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,427695000.0,2326000.0,-140287000.0,178522000.0,9113000.0,0.0
,cashAtEndOfPeriod,508644000.0,80949000.0,78623000.0,218375000.0,39853000.0,30740000.0
,cashAtBeginningOfPeriod,80949000.0,78623000.0,218910000.0,39853000.0,30740000.0,0.0
,operatingCashFlow,416152000.0,-151576000.0,50116000.0,-76635000.0,-72359000.0,-15052000.0
,capitalExpenditure,-3095000.0,-17919000.0,-3393000.0,-2875000.0,-6134000.0,-3062000.0
,freeCashFlow,413057000.0,-169495000.0,46723000.0,-79510000.0,-78493000.0,-18114000.0
