Date,2018-12-31,2017-12-31,2016-12-31
Revenue,2156616000.0,1059881000.0,343298000.0
Revenue Growth,1.03477182815807,2.08734976609243,
Cost of Revenue,1243400000.0,659533000.0,279011000.0
Gross Profit,913216000.0,400348000.0,64287000.0
R&D Expenses,300836000.0,136646000.0,64704000.0
SG&A Expense,1251689000.0,788461000.0,594306000.0
Operating Expenses,1890927000.0,1108620000.0,756890000.0
Operating Income,-977711000.0,-708272000.0,-692603000.0
Interest Expense,0.0,0.0,0.0
Earnings before Tax,-910597000.0,-687745000.0,-682393000.0
Income Tax Expense,738000.0,556000.0,401000.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-911335000.0,-688301000.0,-682794000.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-911335000.0,-688301000.0,-682794000.0
EPS,-43.04,-35.53,-37.08
EPS Diluted,-43.04,-35.53,-37.08
Weighted Average Shs Out,286000000.0,286000000.0,
Weighted Average Shs Out (Dil),21176000.0,19371000.0,18413000.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.4234,0.3777,0.1873
EBITDA Margin,-0.414,-0.646,-1.986
EBIT Margin,-0.4222,-0.6489,-1.9878
Profit Margin,-0.423,-0.649,-1.989
Free Cash Flow margin,-0.162,-0.3784,-1.4448
EBITDA,-891845000.0,-685134000.0,-681866000.0
EBIT,-910597000.0,-687745000.0,-682393000.0
Consolidated Income,-911335000.0,-688301000.0,-682794000.0
Earnings Before Tax Margin,-0.4222,-0.6489,-1.9878
Net Profit Margin,-0.4226,-0.6494,-1.9889
