date,,2020-08-31_FY,2019-08-31_FY,2018-08-31_FY,2017-08-31_FY,2016-08-31_FY,2015-08-31_FY,2014-08-31_FY,2013-08-31_FY,2012-08-31_FY,2011-08-31_FY,2010-08-31_FY,2009-08-31_FY,2008-08-31_FY,2007-08-31_FY,2006-08-31_FY,2005-08-31_FY,2004-08-31_FY,2003-08-31_FY,2002-08-31_FY,2001-08-31_FY,2000-08-31_FY,1999-08-31_FY,1998-08-31_FY,1997-08-31_FY,1996-08-31_FY,1995-08-31_FY,1994-08-31_FY,1993-08-31_FY
,revenue,3329188000.0,3223918000.0,3166702000.0,2996628000.0,2905176000.0,2802603000.0,2517567000.0,2299812000.0,2050745000.0,1714247000.0,1395891000.0,1251628000.0,1119876000.0,888801000.0,734673000.0,618825000.0,609700000.0,660697000.0,648547000.0,488950000.0,304615000.0,108900000.0,97200000.0,74400000.0,48300000.0,75900000.0,58900000.0,32400000.0
,costOfRevenue,2774778000.0,2695691000.0,2656520000.0,2519752000.0,2449626000.0,2352839000.0,2113664000.0,1929428000.0,1718780000.0,1430704000.0,1160264000.0,1048039000.0,933714000.0,738279000.0,611497000.0,517005000.0,513781000.0,565731000.0,537287000.0,405721000.0,251819000.0,83100000.0,73300000.0,54500000.0,34600000.0,62800000.0,49400000.0,27200000.0
,grossProfit,554410000.0,528227000.0,510182000.0,476876000.0,455550000.0,449764000.0,403903000.0,370384000.0,331965000.0,283543000.0,235627000.0,203589000.0,186162000.0,150522000.0,123176000.0,101820000.0,95919000.0,94966000.0,111260000.0,83229000.0,52796000.0,25800000.0,23900000.0,19900000.0,13600000.0,13100000.0,9400000.0,5200000.0
,grossProfitRatio,0.166530096828416,0.163846288894445,0.16110830763362,0.159137537258545,0.156806334624821,0.160480810161125,0.160433863329159,0.161049685800405,0.16187531848182,0.165403818702906,0.168800429259878,0.162659352459357,0.166234475959838,0.169353994876243,0.167660986588591,0.164537631802206,0.15732163359029,0.143736084771083,0.171552717073705,0.170219858881276,0.173320420859117,0.236914600550964,0.245884773662551,0.26747311827957,0.281573498964803,0.172595520421607,0.159592529711375,0.160493827160494
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,429954000.0,409386000.0,379949000.0,338401000.0,316474000.0,297656000.0,262420000.0,240924000.0,223422000.0,192663000.0,160716000.0,146354000.0,135224000.0,115496000.0,103212000.0,95770000.0,105434000.0,107500000.0,95597000.0,75642000.0,61453000.0,36900000.0,26900000.0,26600000.0,31100000.0,33300000.0,15100000.0,7700000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-834000.0,-1607000.0,192000.0,1482000.0,-899000.0,-4388000.0,984000.0,-1843000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,431499000.0,412112000.0,380862000.0,338445000.0,317665000.0,301393000.0,265751000.0,242449000.0,224039000.0,192663000.0,160716000.0,146354000.0,137736000.0,122546000.0,105046000.0,107131000.0,112148000.0,119236000.0,97317000.0,76640000.0,66286000.0,38500000.0,28300000.0,28000000.0,31100000.0,33300000.0,15100000.0,7800000.0
,costAndExpenses,3206277000.0,3107803000.0,3037382000.0,2858197000.0,2767291000.0,2654232000.0,2379415000.0,2171877000.0,1942819000.0,1623367000.0,1320980000.0,1194393000.0,1071450000.0,860825000.0,716543000.0,624136000.0,625929000.0,684967000.0,634604000.0,482361000.0,318105000.0,121600000.0,101600000.0,82500000.0,65700000.0,96100000.0,64500000.0,35000000.0
,interestExpense,7625000.0,3939000.0,5071000.0,6777000.0,5891000.0,6440000.0,4295000.0,4216000.0,5283000.0,3916000.0,2723000.0,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100000.0,2800000.0,0.0,0.0
