date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY,1990-09-30_FY,1989-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-14922000.0,16656000.0,20396000.0,30948000.0,19720000.0,8167000.0,-4614000.0,-11190000.0,-15115000.0,-8840619.0,-3496945.0,-7813133.0,-31275302.0,2472439.0,5267549.0,27448087.0,-559642.0,-1135537.0,-3342473.0,-3727789.0,-12746550.0,-3200000.0,-1900000.0,-22500000.0,-300000.0,-18500000.0,-15600000.0,-14700000.0,-7200000.0,-4900000.0,-2900000.0,-2600000.0
,depreciationAndAmortization,9714000.0,7730000.0,7222000.0,6402000.0,5687000.0,5696000.0,6307000.0,6552000.0,7250000.0,4891173.0,3012270.0,3049962.0,3386670.0,2735999.0,1923275.0,2346861.0,2487121.0,2576797.0,2179182.0,1995888.0,2099668.0,700000.0,700000.0,700000.0,1300000.0,1500000.0,1200000.0,1100000.0,1200000.0,900000.0,500000.0,300000.0
,deferredIncomeTax,-392000.0,-1457000.0,-919000.0,-649000.0,-529000.0,48000.0,294000.0,-772000.0,-1397000.0,-868950.0,0.0,0.0,22305250.0,1313839.0,3113745.0,-18165068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,7139000.0,4057000.0,15237000.0,6973000.0,6063000.0,6045000.0,5744000.0,5572000.0,5197000.0,4100451.0,3228812.0,3935737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,50567000.0,505000.0,1664000.0,50562000.0,27626000.0,6728000.0,4162000.0,-2893000.0,72623393.0,-46948341.0,-11626595.0,-1501935.0,-14683774.0,9641140.0,5308782.0,21760770.0,1738987.0,48239848.0,-833215.0,-1731049.0,14594989.0,400000.0,-3000000.0,-11600000.0,500000.0,3400000.0,8500000.0,-900000.0,-1200000.0,6700000.0,-1300000.0,0.0
,accountsReceivables,-2324000.0,-2210000.0,6635000.0,-22116000.0,-576000.0,-3739000.0,-3381000.0,4337000.0,-296000.0,-3377339.0,1218808.0,-2116410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-8607000.0,-1324000.0,-3857000.0,-7391000.0,1476000.0,2348000.0,-4401000.0,1268000.0,-3139000.0,-1756710.0,1440639.0,2088013.0,-2870255.0,-4797609.0,-2156302.0,-1240049.0,-1787590.0,-454692.0,-1017316.0,-3549168.0,909835.0,-400000.0,200000.0,-200000.0,-3100000.0,-300000.0,-700000.0,-100000.0,200000.0,-300000.0,-500000.0,-100000.0
,accountsPayables,7379000.0,-1537000.0,208000.0,5157000.0,46000.0,-2648000.0,2194000.0,1510000.0,-791000.0,911141.0,-472461.0,-501177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,242404000.0,191837000.0,191332000.0,189668000.0,139106000.0,111480000.0,104752000.0,100590000.0,103483000.0,30859607.0,77807948.0,89434543.0,90936478.0,105620252.0,95979112.0,90670330.0,68909560.0,67170573.0,18930725.0,19763940.0,21494989.0,6900000.0,6500000.0,9500000.0,21100000.0,20600000.0,17200000.0,8700000.0,9600000.0,10800000.0,4100000.0,5400000.0
,otherNonCashItems,-1523000.0,-628000.0,23853000.0,21183000.0,31000.0,110000.0,1782000.0,2714000.0,16000.0,-7988252.0,58259.0,-228417.0,8032045.0,6753203.0,6341132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,100000.0,-100000.0,1600000.0,1600000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,5807000.0,9804000.0,39090000.0,28156000.0,22767000.0,15773000.0,7526000.0,8385000.0,-5373000.0,-2993984.0,3887167.0,-292765.0,-2460342.0,11583879.0,16885804.0,10392336.0,3438216.0,2701796.0,-517507.0,-5255850.0,-9994446.0,-2400000.0,-1500000.0,-2300000.0,-1500000.0,-14600000.0,-13300000.0,-10400000.0,-5300000.0,-3200000.0,-2700000.0,-2200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-26674000.0,-9314000.0,-6344000.0,-4337000.0,-4353000.0,-3744000.0,-3005000.0,-2462000.0,-2019000.0,-2504923.0,-2105775.0,-1199551.0,-3843270.0,-9703770.0,-12843266.0,-2048167.0,-1512144.0,-993722.0,-1649129.0,-2763639.0,-3071565.0,-700000.0,-100000.0,-500000.0,-1100000.0,-1400000.0,-2600000.0,-1200000.0,-1000000.0,-2100000.0,-300000.0,-100000.0
,acquisitionsNet,-3037000.0,-12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-90137000.0,-92173000.0,-163763000.0,-161269000.0,-34133000.0,-26895000.0,-9407000.0,0.0,0.0,0.0,0.0,-5986000.0,-67125962.0,-93953103.0,-91494215.0,-54071801.0,-65638600.0,-37280182.0,-9306439.0,-21297303.0,-24869468.0,-11200000.0,-13500000.0,-20100000.0,-47600000.0,-16200000.0,-5600000.0,0.0,-6500000.0,0.0,-3600000.0,0.0
,salesMaturitiesOfInvestments,107718000.0,93491000.0,152680000.0,69253000.0,30421000.0,23934000.0,4432000.0,0.0,0.0,1895000.0,2841000.0,44090000.0,87315645.0,103292484.0,65433600.0,65935674.0,42226980.0,14489860.0,11474935.0,24057932.0,22939595.0,11100000.0,16200000.0,31800000.0,45900000.0,4700000.0,0.0,6500000.0,0.0,600000.0,3200000.0,0.0
