Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,21446000.0,21000000.0,20994000.0,21000000.0,13901000.0,14000000.0,16762000.0,17000000.0,20715414.0,21000000.0,13204067.0,10114163.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,15023999.0
Cash and short-term investments,21446000.0,,20994000.0,,13901000.0,,16762000.0,,20715414.0,,13204067.0,25138162.0
Receivables,4734000.0,5000000.0,6573000.0,7000000.0,7538000.0,8000000.0,5289000.0,5000000.0,7197032.0,7000000.0,3422653.0,4695410.0
Inventories,6326000.0,6000000.0,5621000.0,6000000.0,3623000.0,4000000.0,3201000.0,3000000.0,2583455.0,3000000.0,2626606.0,3635730.0
Total current assets,35973000.0,25000000.0,34727000.0,23000000.0,25934000.0,25000000.0,26386000.0,26000000.0,32227039.0,28000000.0,35971572.0,34137229.0
Property Plant & Equipment Net,15229000.0,15000000.0,13366000.0,13000000.0,12850000.0,13000000.0,13041000.0,13000000.0,13226330.0,13000000.0,927227.0,1481071.0
Goodwill and Intangible Assets,9867000.0,10000000,9311000.0,9000000,11608000.0,12000000,12685000.0,13000000,13980376.0,14000000,0.0,0.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,5215349.0
Tax assets,1621000.0,000000.0,58983000.0,000000.0,61988000.0,000000.0,58267000.0,000000.0,570033.0,1000000.0,0.0,0.0
Total non-current assets,25247000.0,3000000.0,22844000.0,2000000.0,24643000.0,4000000.0,25822000.0,5000000.0,27865421.0,6000000.0,966109.0,1945357.0
Total assets,61220000.0,61000000.0,57571000.0,58000000.0,50577000.0,51000000.0,52208000.0,52000000.0,60092460.0,60000000.0,36937681.0,36082586.0
Payables,4038000.0,4000000.0,3893000.0,4000000.0,2004000.0,2000000.0,2873000.0,3000000.0,2805112.0,3000000.0,1504677.0,3526171.0
Short-term debt,546000.0,1000000.0,204000.0,0000000.0,238000.0,0000000.0,243000.0,0000000.0,250162.0,0000000.0,69017.0,0.0
Total current liabilities,16340000.0,16000000.0,14992000.0,15000000.0,9839000.0,8000000.0,5948000.0,6000000.0,6297349.0,6000000.0,3814951.0,6636517.0
Long-term debt,3253000.0,3000000.0,2203000.0,2000000.0,2897000.0,3000000.0,3289000.0,3000000.0,3745275.0,4000000.0,0.0,0.0
Total debt,3799000.0,3000000.0,2407000.0,2000000.0,3135000.0,3000000.0,3532000.0,3000000.0,3995437.0,4000000.0,69017.0,0.0
Deferred revenue,6141000.0,000000.0,5624000.0,000000.0,4167000.0,1000000.0,914000.0,2000000.0,753979.0,2000000.0,93750.0,93750.0
Tax Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,4989000.0,3000000.0,2259000.0,2000000.0,3607000.0,4000000.0,4842000.0,5000000.0,6558054.0,6000000.0,62294687.0,46416.0
Total liabilities,19708000.0,20000000.0,17801000.0,17000000.0,14065000.0,11000000.0,11340000.0,11000000.0,13214838.0,13000000.0,5572224.0,15451779.0
Other comprehensive income,283507000,,282035000,,280863000,,279081000,,287047940,,278572279,277934985
Retained earnings (deficit),-238961000.0,-239000000.0,-237360000.0,-237000000.0,-243311000.0,-240000000.0,-238272000.0,-238000000.0,-241661706.0,-242000000.0,-248365480.0,-258282753.0
Total shareholders equity,41512000.0,42000000.0,39770000.0,40000000.0,36512000.0,40000000.0,40868000.0,41000000.0,46877622.0,47000000.0,31365457.0,20630807.0
Investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,20239348.0
Net Debt,-17647000.0,-17000000,-18587000.0,-19000000,-10766000.0,-11000000,-13230000.0,-14000000,-16719977.0,-17000000,-13135050.0,-10114163.0
Other Assets,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1000000,0.0,0.0
Other Liabilities,0.0,0,550000.0,0,619000.0,0,550000.0,0,359435.0,0,-60537414.0,8768846.0
