date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY
,revenue,1059334000.0,927190000.0,812448000.0,697317000.0,521731000.0,414226000.0,345975000.0,312395000.0,292351000.0,277575000.0,231057000.0,234694000.0,202427000.0,162222000.0,114480000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,328818000.0,295919000.0,247611000.0,220368000.0,175607000.0,145724000.0,129480000.0,119304000.0,128777000.0,141852000.0,121384000.0,88349000.0,76582000.0,54767000.0,36816000.0
,SellingAndMarketingExpenses,4199000.0,3770000.0,3804000.0,3596000.0,2885000.0,2300000.0,2581000.0,5607000.0,4676000.0,4061000.0,6463000.0,10247000.0,6815000.0,4242000.0,2806000.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226000.0,-1814000.0,43784000.0,0.0,0.0,0.0,0.0
,operatingExpenses,682000000.0,566000000.0,439000000.0,370000000.0,290000000.0,249000000.0,236000000.0,257000000.0,255000000.0,309000000.0,445000000.0,457000000.0,280000000.0,185000000.0,104000000.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,184633000.0,117604000.0,60849000.0,43293000.0,32568000.0,31486000.0,29760000.0,28032000.0,38923000.0,49260000.0,73734000.0,100683000.0,125933000.0,84297000.0,32568000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1547000.0,1594000.0,2074000.0,2788000.0,1970000.0,1461000.0,2388000.0,3256000.0,4760000.0,6110000.0,7010000.0,12873000.0,12782000.0,7734000.0,5002000.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.570382900954751,0.550402830056407,0.55611805309386,0.517955248473793,0.495538888814351,0.476790447726603,0.406497579304863,0.31781878711247,0.172186857578732,-0.0381158245519229,-0.835343659789576,-1.23831883218148,0.239039258596926,0.378962162961867,0.379428721174004
