date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY
,revenue,2298600000.0,2192400000.0,2306400000.0,1818300000.0
,costOfRevenue,788700000.0,0.0,0.0,0.0
,grossProfit,1509900000.0,0.0,0.0,0.0
,grossProfitRatio,0.656878099712869,1.0,1.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,305200000.0,1355600000.0,1361200000.0,1141400000.0
,SellingAndMarketingExpenses,484000000.0,31000000.0,37000000.0,31000000.0
,otherExpenses,39700000.0,184300000.0,188600000.0,150800000.0
,operatingExpenses,838400000.0,864700000.0,855000000.0,607300000.0
,costAndExpenses,1627100000.0,1651500000.0,1656600000.0,1376000000.0
,interestExpense,12900000.0,15100000.0,15700000.0,11900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,49200000.0,62600000.0,69800000.0,52800000.0
,EBITDA,720700000.0,603500000.0,719600000.0,495100000.0
,EBITDARatio,0.313538675715653,0.275269111476008,0.312001387443635,0.272287301325414
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,671500000.0,540900000.0,649800000.0,442300000.0
,operatingIncomeRatio,0.292134342643348,0.246715927750411,0.281737773152966,0.243249188802728
,totalOtherIncomeExpensesNet,-416500000.0,23500000.0,68600000.0,-1000000.0
,incomeBeforeTax,242100000.0,583500000.0,661800000.0,447400000.0
,incomeBeforeTaxRatio,0.105324980422866,0.266146688560482,0.286940686784599,0.246054006489578
,incomeTaxExpense,59500000.0,137800000.0,162200000.0,-211000000.0
,netIncome,161600000.0,427600000.0,523800000.0,655500000.0
,netIncomeRatio,0.0703036630992778,0.195037401933954,0.227107180020812,0.360501567398119
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.874582,2.26723,2.67381,4.03882
,EPSDiluted,0.87,2.26723,2.67381,4.03882
,weightedAverageShsOut,179400000.0,188600000.0,195900000.0,162300000.0
,weightedAverageShsOutDil,179900000.0,188600000.0,195900000.0,162300000.0
