date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,2606108000.0,2384737000.0,2009857000.0,1857270000.0,1762787000.0,1656951000.0,1567460000.0,1355503000.0,1189081000.0,1013542000.0,973492000.0,967877000.0,977554000.0,959667000.0,878004000.0,785807000.0,646934000.0,551040000.0,455742000.0,365029000.0,209706000.0,176413000.0,153791000.0,129191000.0,118680000.0,106365000.0,99507000.0,95600000.0,52400000.0,48500000.0,46700000.0,41600000.0,34700000.0,31000000.0,33100000.0,28700000.0
,costOfRevenue,1436377000.0,1308165000.0,1068914000.0,994652000.0,925217000.0,841439000.0,791749000.0,683000000.0,608506000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25522000.0,22951000.0,0.0,18500000.0,10900000.0,10600000.0,10400000.0,9800000.0,16200000.0,15300000.0,23500000.0,21900000.0
,grossProfit,1169731000.0,1076572000.0,940943000.0,862618000.0,837570000.0,815512000.0,775711000.0,672503000.0,580575000.0,1013542000.0,973492000.0,967877000.0,0.0,0.0,0.0,785807000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93158000.0,83414000.0,0.0,77100000.0,41500000.0,37900000.0,36300000.0,31800000.0,18500000.0,15700000.0,9600000.0,6800000.0
,grossProfitRatio,0.448842104778467,0.451442653844009,0.468164152972077,0.464454818093223,0.475139651018529,0.492176292479379,0.494884079976523,0.496128005618579,0.488255215582454,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.784951129086619,0.784224133878625,0.0,0.806485355648536,0.791984732824427,0.781443298969072,0.777301927194861,0.764423076923077,0.53314121037464,0.506451612903226,0.290030211480363,0.236933797909408
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,0.0,0.0,0.0,15513000.0,19363000.0,22603000.0,15865000.0,519869000.0,494665000.0,492038000.0,493097000.0,449768000.0,410307000.0,378280000.0,314221000.0,268372000.0,224755000.0,187653000.0,108258000.0,90440000.0,79116000.0,65067000.0,60397000.0,55073000.0,73647000.0,51200000.0,28000000.0,23800000.0,23600000.0,19900000.0,9800000.0,9400000.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,365973000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,496316000.0,504150000.0,439853000.0,369163000.0,368152000.0,372325000.0,350938000.0,296559000.0,259046000.0,731095000.0,694597000.0,698524000.0,690366000.0,634338000.0,584606000.0,527208000.0,432829000.0,370934000.0,316419000.0,268848000.0,155138000.0,131521000.0,115746000.0,97553000.0,91634000.0,83036000.0,79155000.0,58100000.0,32500000.0,27500000.0,27100000.0,22300000.0,11500000.0,11000000.0,1500000.0,1300000.0
,costAndExpenses,1932693000.0,1812315000.0,1508767000.0,1363815000.0,1293369000.0,1213764000.0,1142687000.0,979559000.0,867552000.0,731095000.0,694597000.0,698524000.0,690366000.0,634338000.0,584606000.0,527208000.0,432829000.0,370934000.0,316419000.0,268848000.0,155138000.0,131521000.0,115746000.0,97553000.0,117156000.0,105987000.0,79155000.0,76600000.0,43400000.0,38100000.0,37500000.0,32100000.0,27700000.0,26300000.0,25000000.0,23200000.0
,interestExpense,58973000.0,63660000.0,40580000.0,38316000.0,39481000.0,39248000.0,28408000.0,16440000.0,16097000.0,14132000.0,14471000.0,14599000.0,14690000.0,13802000.0,13357000.0,14469000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,134799000.0,128715000.0,109378000.0,108144000.0,107666000.0,108311000.0,103836000.0,85417000.0,78946000.0,67147000.0,64081000.0,63097000.0,59917000.0,53199000.0,47807000.0,43306000.0,31056000.0,25673000.0,21287000.0,22396000.0,13156000.0,7657000.0,5853000.0,8051000.0,7471000.0,6487000.0,6304000.0,6900000.0,4500000.0,3700000.0,3500000.0,2400000.0,1700000.0,1600000.0,1500000.0,1300000.0
,EBITDA,808214000.0,701137000.0,610468000.0,601599000.0,577084000.0,551498000.0,528609000.0,461361000.0,400475000.0,349594000.0,342976000.0,332450000.0,347105000.0,378528000.0,341205000.0,301905000.0,245161000.0,205779000.0,160610000.0,118577000.0,67724000.0,52549000.0,43898000.0,39689000.0,8995000.0,6865000.0,26656000.0,25900000.0,13500000.0,14100000.0,12700000.0,11900000.0,8700000.0,6300000.0,9600000.0,6800000.0
,EBITDARatio,0.310122987995893,0.294010199028237,0.303737032037603,0.323915747306531,0.327370238151291,0.332839051969551,0.337239227795287,0.340361474670288,0.336793708754912,0.344923052029418,0.352315170540693,0.343483727787725,0.355075013758831,0.394436820272032,0.388614402667869,0.384197391980474,0.378958286316688,0.3734375,0.352414304584611,0.324842683731977,0.322947364405406,0.297874873166943,0.285439329999805,0.307211802679753,0.0757920458375463,0.0645419075823814,0.267880651612449,0.27092050209205,0.25763358778626,0.290721649484536,0.271948608137045,0.286057692307692,0.250720461095101,0.203225806451613,0.290030211480363,0.236933797909408
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,673415000.0,572422000.0,501090000.0,493455000.0,469418000.0,443187000.0,424773000.0,375944000.0,321529000.0,282447000.0,278895000.0,269353000.0,287188000.0,325329000.0,293398000.0,258599000.0,214105000.0,180106000.0,139323000.0,96181000.0,54568000.0,44892000.0,38045000.0,31638000.0,1524000.0,378000.0,20352000.0,19000000.0,9000000.0,10400000.0,9200000.0,9500000.0,7000000.0,4700000.0,8100000.0,5500000.0
,operatingIncomeRatio,0.258398730981218,0.240035693663494,0.249316244887074,0.265688349028413,0.266293091564664,0.267471397766138,0.270994475138122,0.277346490564757,0.270401259460037,0.27867320742505,0.286489257230671,0.278292592963775,0.293782236070846,0.339001966307063,0.334164764625218,0.32908716771421,0.330953389372023,0.326847415795587,0.305705859894414,0.263488654326095,0.260211915729641,0.254471042383498,0.247381186155237,0.244893220115952,0.0128412537917088,0.0035538005923001,0.204528324640478,0.198744769874477,0.17175572519084,0.214432989690722,0.197002141327623,0.228365384615385,0.201729106628242,0.151612903225806,0.244712990936556,0.191637630662021
,totalOtherIncomeExpensesNet,9657000.0,17167000.0,1952000.0,-5417000.0,-6438000.0,-1380000.0,-56616000.0,-1895000.0,-621000.0,2206000.0,1674000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,634000.0,0.0,0.0,0.0,0.0,0.0,-3600000.0,400000.0,0.0,1000000.0,500000.0
,incomeBeforeTax,624099000.0,525929000.0,462462000.0,449722000.0,423499000.0,402559000.0,339749000.0,357609000.0,304811000.0,270521000.0,266098000.0,254754000.0,272498000.0,311527000.0,280041000.0,244130000.0,206949000.0,176482000.0,134664000.0,90478000.0,53978000.0,44208000.0,37485000.0,31638000.0,27046000.0,23329000.0,20352000.0,12900000.0,5100000.0,7200000.0,6600000.0,4600000.0,6600000.0,3900000.0,8300000.0,5400000.0
,incomeBeforeTaxRatio,0.239475493724742,0.220539623446946,0.230096967097659,0.242141422625682,0.240243999984116,0.242951662420916,0.216751304658492,0.263820146469613,0.256341662174402,0.26690655147986,0.273343797380975,0.263209064788191,0.27875493323131,0.324619894192465,0.318951849877677,0.310674249529465,0.319891982798864,0.320270760743322,0.295482970628119,0.24786523810437,0.257398453072397,0.250593777102595,0.243739880747248,0.244893220115952,0.227890124705089,0.219329666713675,0.204528324640478,0.134937238493724,0.0973282442748092,0.148453608247423,0.141327623126338,0.110576923076923,0.190201729106628,0.125806451612903,0.250755287009063,0.18815331010453
,incomeTaxExpense,143616000.0,127415000.0,118207000.0,50092000.0,166008000.0,159241000.0,132853000.0,140497000.0,120766000.0,106526000.0,104346000.0,101460000.0,106374000.0,120568000.0,107691000.0,93579000.0,78106000.0,66160000.0,49271000.0,34834000.0,20792000.0,17036000.0,14432000.0,12251000.0,10548000.0,8530000.0,7067000.0,4900000.0,2200000.0,2600000.0,2500000.0,1500000.0,2500000.0,1600000.0,3900000.0,2500000.0
,netIncome,480483000.0,398514000.0,344255000.0,399630000.0,257491000.0,243318000.0,206896000.0,217112000.0,184045000.0,163995000.0,161752000.0,153294000.0,166124000.0,190959000.0,172350000.0,150551000.0,128843000.0,110322000.0,83122000.0,53913000.0,33186000.0,27172000.0,23053000.0,19387000.0,16498000.0,14799000.0,13285000.0,8000000.0,1300000.0,4600000.0,4100000.0,3100000.0,4100000.0,1500000.0,4400000.0,2900000.0
