Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,350000.0,20000.0,0.0,0.0
Stock-based compensation,6721000.0,3184000.0,51000.0,0.0
Operating Cash Flow,-67094000.0,-25858000.0,-1733000.0,-165000.0
Capital Expenditure,-1907000.0,-83000.0,0.0,0.0
Acquisitions and disposals,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0
Investing Cash flow,-1907000.0,-83000.0,0.0,0.0
Issuance (repayment) of debt,0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,10197000.0,221447000.0,4985000.0,0.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,10197000.0,221447000.0,4194000.0,0.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-58804000.0,195506000.0,2461000.0,-165000.0
Free Cash Flow,-69001000.0,-25941000.0,-1733000.0,-165000.0
Net Cash/Marketcap,0.3688,0.3021,0.3021,0.3021
