Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,86000.0,0.0,7250.0,278900.0,810012.0,943904.0
Revenue Growth,0.0,-1.0,-0.974,-0.6557,-0.1418,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,86000.0,0.0,7250.0,278900.0,810012.0,943904.0
R&D Expenses,27245043.0,22806107.0,16784626.0,7445669.0,2401406.0,1134041.0
SG&A Expense,13238787.0,10016902.0,6430252.0,5364390.0,4076339.0,444302.0
Operating Expenses,40483830.0,32823009.0,23214878.0,12810059.0,6477745.0,1578343.0
Operating Income,-40397830.0,-32823009.0,-23207628.0,-12531159.0,-5667733.0,-634439.0
Interest Expense,0.0,0.0,0.0,0.0,1844.0,2351.0
Earnings before Tax,-39911175.0,-32012304.0,-23416050.0,-12523807.0,-5669577.0,-636790.0
Income Tax Expense,0.0,0.0,-27543.0,27543.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-39911175.0,-32012304.0,-23388507.0,-12551350.0,-5669577.0,-636790.0
Preferred Dividends,0.0,0.0,0.0,0.0,87954.0,161834.0
Net Income Com,-39911175.0,-32012304.0,-23388507.0,-12551350.0,-5757531.0,-798624.0
EPS,-2.61,-2.48,-2.58,-2.82,-6.44,-1.63
EPS Diluted,-2.61,-2.48,-2.58,-2.82,-6.44,-1.63
Weighted Average Shs Out,17626873.0,13553873.0,9953718.0,9199919.0,,
Weighted Average Shs Out (Dil),15308886.0,12914814.0,9070232.0,4457719.0,894575.0,490760.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,1.0,0.0,1.0,1.0,1.0,1.0
EBITDA Margin,-462.926,-3219.414,-44.811,-6.964,-0.62,
EBIT Margin,-464.0834,0.0,-3229.8,-44.9043,-6.9971,-0.6721
Profit Margin,-464.083,-3226.001,-45.003,-7.108,-0.846,
Free Cash Flow margin,-380.0466,0.0,-2834.1785,-35.8664,-4.3955,-0.1276
EBITDA,-39811603.0,-31918093.0,-23340749.0,-12497780.0,-5640670.0,-585047.0
EBIT,-39911175.0,-32012304.0,-23416050.0,-12523807.0,-5667733.0,-634439.0
Consolidated Income,-39911175.0,-32012304.0,-23388507.0,-12551350.0,-5669577.0,-636790.0
Earnings Before Tax Margin,-464.0834,0.0,-3229.8,-44.9043,-6.9994,-0.6746
Net Profit Margin,-464.0834,0.0,-3226.001,-45.003,-6.9994,-0.6746
