date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1268000000.0,-340000000.0,-398000000.0,615000000.0,-849000000.0,941000000.0,674000000.0,-19000000.0,-285000000.0,393000000.0,229000000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,-397482000.0,-79158000.0,-128857000.0,-295126000.0,-485392000.0,575890000.0,445672000.0,190210000.0,106229000.0,185297000.0,939000.0
,stockBasedCompensation,23317000.0,23559000.0,70414000.0,103445000.0,102421000.0,97877000.0,112252000.0,365280000.0,0.0,0.0,0.0
,changeInWorkingCapital,-109047000.0,-70327000.0,-117918000.0,485792000.0,-955767000.0,443911000.0,385720000.0,-186975000.0,-180274000.0,78584000.0,-698000.0
,accountsReceivables,-9492000.0,31631000.0,-15156000.0,-5214000.0,39857000.0,-3201000.0,-45593000.0,-9314000.0,5511000.0,3854000.0,-2306000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-19282000.0,-27996000.0,9307000.0,9462000.0,7365000.0,5200000.0,-11710000.0,1039000.0,-2117000.0,-1875000.0,9779000.0
,otherWorkingCapital,0.0,-117254000.0,-46927000.0,70991000.0,-414801000.0,540966000.0,97055000.0,-288665000.0,-101690000.0,78584000.0,0.0
,otherNonCashItems,-2271000.0,-114319000.0,4681000.0,-1907000.0,-12488000.0,31741000.0,6433000.0,1173000.0,4960000.0,3479000.0,5255000.0
,netCashProvidedByOperatingActivites,735640000.0,1103458000.0,2081987000.0,2006291000.0,1241256000.0,1006381000.0,998121000.0,534707000.0,332255000.0,266307000.0,127791000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-48092000.0,-168037000.0,-722013000.0,-934768000.0,-1167670000.0,-696627000.0,-1609418000.0,-1055608000.0,-843398000.0,-375712000.0,-91048000.0
,acquisitionsNet,0.0,297000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-96000000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-606969000.0,-1245044000.0,-1492236000.0,-1291858000.0,-1151952000.0,-1601532000.0,-2480232000.0,-1617984000.0,379907000.0,-525537000.0,-43564000.0
,netCashUsedForInvestingActivites,-530061000.0,-1041490000.0,-2350724000.0,-2461630000.0,-2395138000.0,-2298159000.0,-4089650000.0,-2673592000.0,-463491000.0,-901249000.0,-230672000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1219019000.0,-191092000.0,0.0,0.0,-1217750000.0,-403000000.0,-277383000.0,-690000000.0,-148000000.0,0.0,-42080000.0
,commonStockIssued,0.0,0.0,0.0,560056000.0,1255826000.0,778535000.0,1087224000.0,1578573000.0,0.0,0.0,0.0
,commonStockRepurchased,-43443000.0,-38772000.0,-129084000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28859000.0,0.0
,otherFinancingActivites,304383000.0,-94572000.0,-290999000.0,-197886000.0,-126057000.0,-56263000.0,-34320000.0,-53940000.0,-5118000.0,-6844000.0,-12720000.0
,netCashUsedProvidedByFinancingActivities,-205579000.0,557564000.0,240296000.0,452170000.0,1162019000.0,1069272000.0,3320021000.0,2137383000.0,146882000.0,629297000.0,101200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,0.0,0.0,-3169000.0,8137000.0,-222506000.0,228492000.0,-1502000.0,15646000.0,-5645000.0,-1681000.0
,cashAtEndOfPeriod,0.0,0.0,0.0,28441000.0,31610000.0,23473000.0,245979000.0,17487000.0,18989000.0,3343000.0,8988000.0
,cashAtBeginningOfPeriod,0.0,0.0,28441000.0,31610000.0,23473000.0,245979000.0,17487000.0,18989000.0,3343000.0,8988000.0,10669000.0
,operatingCashFlow,735640000.0,1103458000.0,2081987000.0,2006291000.0,1241256000.0,1006381000.0,998121000.0,534707000.0,332255000.0,266307000.0,127791000.0
,capitalExpenditure,-48092000.0,-168037000.0,-722013000.0,-934768000.0,-1167670000.0,-696627000.0,-1609418000.0,-1055608000.0,-843398000.0,-375712000.0,-91048000.0
,freeCashFlow,687548000.0,935421000.0,1359974000.0,1071523000.0,73586000.0,309754000.0,-611297000.0,-520901000.0,-511143000.0,-109405000.0,36743000.0
