Date,2017-07-31,2017-07,2016-07-31,2016-07,2015-07-31,2015-07,2014-07-31,2014-07,2013-07-31,2013-07,2012-07-31
Cash and cash equivalents,103637000.0,104000000.0,83065000.0,83000000.0,77858000.0,78000000.0,59269000.0,59000000.0,28235000.0,28000000.0,29446000.0
Short-term investments,57087000.0,57000000.0,56356000.0,56000000.0,60593000.0,61000000.0,39659000.0,40000000.0,96159000.0,96000000.0,107728000.0
Cash and short-term investments,160724000.0,57000000.0,139421000.0,56000000.0,138451000.0,61000000.0,98928000.0,40000000.0,124394000.0,96000000.0,137174000.0
Receivables,92689000.0,93000000.0,76513000.0,77000000.0,81313000.0,81000000.0,90760000.0,91000000.0,28102000.0,29000000.0,31182000.0
Inventories,81509000.0,82000000.0,69986000.0,70000000.0,60593000.0,61000000.0,69670000.0,70000000.0,29139000.0,29000000.0,28850000.0
Total current assets,355277000.0,83000000.0,297218000.0,81000000.0,299530000.0,88000000.0,265206000.0,98000000.0,185095000.0,63000000.0,201386000.0
Property Plant & Equipment Net,28509000.0,29000000.0,25483000.0,25000000.0,31450000.0,31000000.0,40883000.0,41000000.0,16647000.0,17000000.0,18229000.0
Goodwill and Intangible Assets,52602000.0,53000000,53279000.0,53000000,54490000.0,55000000,54595000.0,55000000,44601000.0,45000000,46183000.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Tax assets,454000.0,,622000.0,,1808000.0,,1154000.0,,1647000.0,,1558000.0
Total non-current assets,83336000.0,27000000.0,80865000.0,30000000.0,87945000.0,35000000.0,98050000.0,77000000.0,62506000.0,11000000.0,65682000.0
Total assets,438613000.0,439000000.0,378083000.0,378000000.0,387475000.0,387000000.0,363256000.0,363000000.0,247601000.0,248000000.0,267068000.0
Payables,36249000.0,36000000.0,25924000.0,26000000.0,27492000.0,27000000.0,32710000.0,33000000.0,13266000.0,13000000.0,12734000.0
Short-term debt,3779000.0,4000000.0,2822000.0,3000000.0,2509000.0,3000000.0,3831000.0,4000000.0,0.0,000000.0,0.0
Total current liabilities,98375000.0,98000000.0,66530000.0,67000000.0,74193000.0,74000000.0,81724000.0,82000000.0,37702000.0,38000000.0,37817000.0
Long-term debt,17547000.0,18000000.0,21197000.0,21000000.0,23938000.0,24000000.0,46917000.0,65000000.0,0.0,000000.0,0.0
Total debt,21326000.0,18000000.0,24019000.0,21000000.0,26447000.0,24000000.0,50748000.0,65000000.0,0.0,000000.0,0.0
Deferred revenue,8085000.0,8000000.0,6196000.0,6000000.0,7466000.0,7000000.0,7900000.0,8000000.0,5084000.0,5000000.0,5347000.0
Tax Liabilities,13163000.0,,2191000.0,,3217000.0,,3024000.0,,1115000.0,,931000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
Total non-current liabilities,27151000.0,27000000.0,30395000.0,30000000.0,37300000.0,35000000.0,60590000.0,77000000.0,13049000.0,11000000.0,15105000.0
Total liabilities,124934000.0,125000000.0,96245000.0,96000000.0,109007000.0,109000000.0,158637000.0,159000000.0,49104000.0,49000000.0,51364000.0
Other comprehensive income,809914000,-12000000.0,804316000,-16000000.0,809944000,-13000000.0,751511000,-0000000.0,746020000,-0000000.0,750760000
Retained earnings (deficit),-487055000.0,-487000000.0,-509610000.0,-510000000.0,-520784000.0,-521000000.0,-549010000.0,-549000000.0,-549843000.0,-550000000.0,-537716000.0
Total shareholders equity,313679000.0,314000000.0,281838000.0,282000000.0,278468000.0,278000000.0,204619000.0,205000000.0,198497000.0,198000000.0,215704000.0
Investments,57087000.0,,56356000.0,,60593000.0,,39659000.0,,96159000.0,,107728000.0
Net Debt,-82311000.0,-82000000,-59046000.0,-59000000,-51411000.0,-51000000,-8521000.0,10000000,-28235000.0,-28000000,-29446000.0
Other Assets,0.0,3000000,0.0,5000000,0.0,13000000,0.0,3000000,0.0,1000000,0.0
Other Liabilities,-592000.0,9000000,-680000.0,9000000,-2486000.0,30000000,16323000.0,31000000,-1647000.0,11000000,-1558000.0
