Date,2018-12-31,2017-12-31
Revenue,28974074.0741,12876669.2852
Revenue Growth,1.2501,
Cost of Revenue,7517777.7778,5995286.7243
Gross Profit,21456296.2963,6881382.5609
R&D Expenses,74364444.4444,68825608.7981
SG&A Expense,23289629.6296,22365278.8688
Operating Expenses,112832592.5926,91848389.6308
Operating Income,-91376296.2963,-84967007.0699
Interest Expense,5900000.0,3556166.5357
Earnings before Tax,-92209629.6296,-84402985.0746
Income Tax Expense,-10927407.4074,-5214454.0456
Net Income - Non-Controlling int,7633333.3333,7747054.2027
Net Income - Discontinued ops,0.0,0.0
Net Income,-81282222.2222,-79188531.0291
Preferred Dividends,0.0,0.0
Net Income Com,-81282222.2222,-79188531.0291
EPS,-0.1185,-0.1335
EPS Diluted,-0.1185,-0.1335
Weighted Average Shs Out,17777777.7778,
Weighted Average Shs Out (Dil),506632.5926,470065.2003
Dividend per Share,0.0,0.0
Gross Margin,0.7405,0.5344
EBITDA Margin,-2.12,-4.7761
EBIT Margin,-2.9789,-6.2786
Profit Margin,-2.0778,-4.8311
Free Cash Flow margin,-3.3914,-6.9074
EBITDA,-82920000.0,-78293794.187
EBIT,-86309629.6296,-80846818.5389
Consolidated Income,-88915555.5556,-86935585.2317
Earnings Before Tax Margin,-3.1825,-6.5547
Net Profit Margin,-2.8053,-6.1498
