Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,22461000.0,12817000.0,47748000.0,29374000.0,2656000.0
Short-term investments,52052000.0,37482000.0,15754000.0,3768000.0,0.0
Cash and short-term investments,74513000.0,50299000.0,63502000.0,33142000.0,2656000.0
Receivables,0.0,3078000.0,1215000.0,1697000.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,76671000.0,54991000.0,66424000.0,38286000.0,2730000.0
Property, Plant & Equipment Net,1018000.0,854000.0,599000.0,348000.0,162000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,1068000.0,1086000.0,639000.0,368000.0,200000.0
Total assets,77739000.0,56077000.0,67063000.0,38654000.0,2930000.0
Payables,663000.0,389000.0,168000.0,176000.0,345000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0
Total current liabilities,10239000.0,5629000.0,3965000.0,2523000.0,1058000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,0.0
Deferred revenue,0.0,20000.0,71000.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,72000.0,111000.0,132000.0,27000.0,0.0
Total liabilities,10311000.0,5740000.0,4097000.0,2550000.0,1058000.0
Other comprehensive income,-27000.0,-102000.0,-4000.0,-1000.0,0.0
Retained earnings (deficit),-116861000.0,-72513000.0,-45277000.0,-23579000.0,-12284000.0
Total shareholders equity,67428000.0,50337000.0,62966000.0,-22207000.0,-11473000.0
Investments,52052000.0,37482000.0,15754000.0,3768000.0,0.0
Net Debt,-74513000.0,-50299000.0,-63502000.0,-33142000.0,-2656000.0
Other Assets,2158000.0,1614000.0,1707000.0,3447000.0,74000.0
Other Liabilities,9576000.0,5240000.0,3797000.0,2347000.0,713000.0
