Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,82872.0,57603.0,38973.0,0.0
Stock-based compensation,0.0,0.0,0.0,
Operating Cash Flow,-5050076.0,-1908739.0,-1092322.0,-230000.0
Capital Expenditure,-3333726.0,-49082.0,-108757.0,-22000.0
Acquisitions and disposals,0.0,17868.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,
Investing Cash flow,-3333726.0,-31214.0,-108757.0,-22000.0
Issuance (repayment) of debt,0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,5944147.0,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,5944147.0,-389635.0,8044569.0,937000.0
Effect of forex changes on cash,-82699.0,407446.0,-139085.0,-10000.0
Net cash flow / Change in cash,-2522354.0,-1922142.0,6704405.0,675000.0
Free Cash Flow,-8383802.0,-1957821.0,-1201079.0,
Net Cash/Marketcap,,,,
