date,,2021-01-02_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2016-01-02_FY,2015-01-03_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2011-01-01_FY,2010-01-02_FY,2009-02-27_FY,2009-01-03_FY,2008-02-27_FY,2007-12-29_FY,2006-12-30_FY,2005-12-31_FY,2005-01-01_FY,2004-01-03_FY,2002-12-28_FY,2001-12-29_FY,2000-12-30_FY,2000-01-01_FY,1998-12-31_FY
,revenue,3024334000.0,3519286000.0,3462269000.0,3400504000.0,3199184000.0,3013879000.0,2893868000.0,2638700000.0,2381700000.0,2109734000.0,1749300000.0,1589700000.0,1490016000.0,1494500000.0,1412246000.0,1412200000.0,1343500000.0,1121358000.0,823100000.0,703800000.0,579500000.0,518500000.0,463400000.0,406900000.0,408182000.0
,costOfRevenue,1696224000.0,2010736000.0,1964786000.0,1917150000.0,1820035000.0,1755855000.0,1709428000.0,1543300000.0,1443800000.0,1418582000.0,1075400000.0,985300000.0,975999000.0,976000000.0,928996000.0,929000000.0,855000000.0,725086000.0,522000000.0,448500000.0,352200000.0,332200000.0,293300000.0,271800000.0,257670000.0
,grossProfit,1313442000.0,1508550000.0,1497483000.0,1483354000.0,1379149000.0,1258024000.0,1184440000.0,1095400000.0,937900000.0,691152000.0,673900000.0,604400000.0,514017000.0,518500000.0,483250000.0,483300000.0,488500000.0,396272000.0,301100000.0,255300000.0,227400000.0,186300000.0,170000000.0,135100000.0,150512000.0
,grossProfitRatio,0.434291318353066,0.428652289129102,0.432514920128967,0.436215925639258,0.431093991467824,0.417410254359913,0.409293029260491,0.415128661841058,0.393794348574548,0.327601489097678,0.385239810209798,0.380197521544946,0.344974147928613,0.346938775510204,0.342185426618309,0.342231978473304,0.363602530703387,0.353385805425208,0.365812173490463,0.362745098039216,0.392407247627265,0.35930568948891,0.36685369011653,0.332022609977882,0.3687374749499
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1105607000.0,1140515000.0,1144980000.0,1106928000.0,995406000.0,901108000.0,863340000.0,813900000.0,700100000.0,540960000.0,468200000.0,434400000.0,404274000.0,404300000.0,359826000.0,359800000.0,352500000.0,295452000.0,208800000.0,188000000.0,174100000.0,146900000.0,135300000.0,117300000.0,123090000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,338000.0,-34637000.0,-38930000.0,-43181000.0,-4007000.0,-44066000.0,-39156000.0,-37300000.0,-37200000.0,0.0,-37600000.0,-36400000.0,0.0,-33700000.0,0.0,-30700000.0,-29200000.0,0.0,-12400000.0,-11000000.0,-8400000.0,-7600000.0,-5800000.0,-4200000.0,0.0
