Date,2018-12-31,2017-12-31,2017-04-30,2016-12-31,2016-04-30,2015-12-31,2015-04-30,2014-04-30,2013-04-30,2012-04-30,2011-04-30,2010-04-30
Depreciation & Amortization,535654.0,115454.0,115454.0,60207.0,64738.0,1433921.0,913624.0,5332119.0,3228933.0,0.0,,
Stock-based compensation,3793555.0,602431.0,602431.0,170562.0,2506239.0,111683.0,170562.0,24535.0,111683.0,0.0,,
Operating Cash Flow,-10566918.0,-4218199.0,-1367282.0,-980124.0,-2682112.0,-470495.0,-870409.0,-1444571.0,-3181565.0,0.0,111581.0,2375554.0
Capital Expenditure,-43109.0,-6600.0,77272.0,-6600.0,139552.0,-6600.0,46912.0,0.0,0.0,0.0,-1193647.0,-1520648.0
Acquisitions and disposals,-0.0,0.0,-0.0,1499624.0,-0.0,4547049.0,-0.0,-0.0,-0.0,-0.0,,
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Investing Cash flow,6445555.0,-257924.0,-77272.0,-281452.0,1186192.0,-189236.0,1452712.0,1069463.0,4222924.0,0.0,-2215650.0,-3197319.0
Issuance (repayment) of debt,-0.0,4840000.0,-0.0,4840000.0,-4000.0,325000.0,-290000.0,-210229.0,-818927.0,-0.0,1182259.0,-53314.0
Issuance (buybacks) of shares,-4303480.0,1236423.0,-1659318.0,0.0,-2235597.0,1236423.0,-2364360.0,-2177070.0,-1410223.0,0.0,0.0,29626.0
Dividend payments,-0.0,0.0,-0.0,0.0,-0.0,0.0,-146520.0,-36993.0,-0.0,-0.0,0.0,0.0
Financing Cash Flow,8052832.0,4796768.0,1368301.0,1255000.0,1275647.0,475000.0,-440563.0,1193553.0,-439183.0,0.0,1182259.0,-112246.0
Effect of forex changes on cash,0.0,0.0,0.0,45550.0,91510.0,-3236.0,45550.0,-51598.0,-3236.0,0.0,,
Net cash flow / Change in cash,3931469.0,-76253.0,1659318.0,187290.0,-128763.0,598940.0,187290.0,766847.0,598940.0,0.0,,
Free Cash Flow,-10523809.0,-1444554.0,-1444554.0,-917321.0,-2821664.0,-3505690.0,-917321.0,-1444571.0,-3181565.0,0.0,,
Net Cash/Marketcap,0.0,0.4412,0.0,0.2518,0.0,-0.1731,0.0,0.0,0.0,0.0,,
