date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,33484000.0,-17694000.0,-19298000.0,-83032000.0,-27402000.0,-26333000.0,-20814000.0,-17265000.0,-28326000.0,-52550000.0,-18553000.0,-22441000.0,-12919000.0,-24939000.0
,depreciationAndAmortization,13718000.0,10316000.0,9187000.0,10991000.0,14124000.0,28823000.0,27824000.0,28742000.0,26309000.0,26075000.0,11195000.0,11122000.0,11603000.0,12381000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,13960000.0,11181000.0,17473000.0,12368000.0,14285000.0,13805000.0,16017000.0,19921000.0,17437000.0,21603000.0,25575000.0,9196000.0,9940000.0,6254000.0
,changeInWorkingCapital,137526000.0,-2755000.0,-3044000.0,-63803000.0,-17635000.0,-16132000.0,17327000.0,30111000.0,6510000.0,-49212000.0,48763000.0,36791000.0,25938000.0,-4168000.0
,accountsReceivables,-22910000.0,20517000.0,13858000.0,-29056000.0,-4185000.0,-16411000.0,12776000.0,15999000.0,-13011000.0,12287000.0,3615000.0,-14209000.0,-5228000.0,15702000.0
,inventory,-12116000.0,9998000.0,-20639000.0,13016000.0,3122000.0,-915000.0,4319000.0,-6138000.0,11308000.0,9182000.0,-6001000.0,4841000.0,-2334000.0,-4582000.0
,accountsPayables,2190000.0,-29440000.0,4596000.0,11759000.0,4236000.0,-4021000.0,467000.0,6359000.0,2554000.0,-7818000.0,-4367000.0,-3855000.0,1743000.0,-9587000.0
,otherWorkingCapital,165850000.0,28324000.0,31079000.0,34123000.0,97926000.0,115561000.0,131693000.0,114366000.0,84255000.0,77745000.0,126957000.0,78194000.0,41403000.0,15465000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1651000.0,0.0,-52550000.0,173000.0,-37000.0,-1329000.0,-1634000.0
,netCashProvidedByOperatingActivites,51409000.0,4654000.0,3560000.0,-62772000.0,24419000.0,-5341000.0,38075000.0,40818000.0,27678000.0,14589000.0,9176000.0,1390000.0,-5551000.0,-11873000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-7819000.0,-13353000.0,-10426000.0,-8026000.0,-9839000.0,-7278000.0,-11961000.0,-6987000.0,-10179000.0,-7355000.0,-5614000.0,-5064000.0,-5427000.0,-5650000.0
,acquisitionsNet,0.0,0.0,10350000.0,0.0,0.0,0.0,0.0,0.0,-12000000.0,-60809000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-72982000.0,0.0,0.0,-8732000.0,-16478000.0,-60002000.0,-67698000.0,0.0,0.0,0.0,-79190000.0,-36245000.0,0.0,-23946000.0
,salesMaturitiesOfInvestments,20000000.0,0.0,0.0,36492000.0,38400000.0,71945000.0,4215000.0,0.0,0.0,31755000.0,82516000.0,0.0,8276000.0,15670000.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-60801000.0,-13353000.0,-76000.0,19734000.0,12083000.0,4665000.0,-75444000.0,-6987000.0,-22179000.0,-36409000.0,-2288000.0,-41309000.0,2849000.0,-13926000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-65758000.0,-146037000.0,-557915000.0,-141268000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21000000.0,-16512000.0,-6750000.0
,commonStockIssued,60063000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3938000.0,57311000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,-12809000.0,-27177000.0,0.0,0.0,0.0,0.0,0.0,-12000.0,-19000.0,-20016000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,47842000.0,152008000.0,565407000.0,173258000.0,3566000.0,3036000.0,3575000.0,1818000.0,2513000.0,-9572000.0,-29716000.0,69538000.0,21105000.0,62157000.0
,netCashUsedProvidedByFinancingActivities,42147000.0,5971000.0,7492000.0,31990000.0,-9243000.0,-24141000.0,3575000.0,1818000.0,2513000.0,-5634000.0,27595000.0,48526000.0,4574000.0,35391000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,595000.0,-89000.0,-477000.0,464000.0,-526000.0,-386000.0,-124000.0,103000.0,45000.0,88000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,33350000.0,-2817000.0,10499000.0,-10584000.0,26733000.0,-25203000.0,-33918000.0,35752000.0,8057000.0,-27366000.0,34483000.0,8607000.0,1872000.0,9592000.0
,cashAtEndOfPeriod,80807000.0,47457000.0,50274000.0,39775000.0,50359000.0,23626000.0,48829000.0,82747000.0,46995000.0,38938000.0,66304000.0,31821000.0,23214000.0,21342000.0
