date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY
,revenue,2350822000.0,2242447000.0,2161407000.0,2090041000.0,1995034000.0,1919823000.0,1732046000.0,1481314000.0,1377247000.0,1151834000.0,881972000.0,653079000.0,650173000.0,525667000.0,394049000.0,281410000.0,171190000.0,115895000.0,108266000.0,107367000.0,108645000.0,27800000.0
,costOfRevenue,407887000.0,356577000.0,361481000.0,353485000.0,337205000.0,332261000.0,309959000.0,253047000.0,236168000.0,208004000.0,171952000.0,142726000.0,149018000.0,118324000.0,88153000.0,65157000.0,39379000.0,26905000.0,30479000.0,45505000.0,30236000.0,6600000.0
,grossProfit,1942935000.0,1885870000.0,1799926000.0,1736556000.0,1657829000.0,1587562000.0,1422087000.0,1228267000.0,1141079000.0,943830000.0,710020000.0,510353000.0,501155000.0,407343000.0,305896000.0,216253000.0,131811000.0,88990000.0,77787000.0,61862000.0,78409000.0,21200000.0
,grossProfitRatio,0.82649175479896,0.840987546193957,0.83275662566097,0.830871738879764,0.8309778179219,0.826931441075557,0.82104459119446,0.82917396311653,0.828521681296093,0.819414950418203,0.805036894595293,0.781456760973787,0.77080254024698,0.774906927769862,0.776289243215945,0.768462385842721,0.769969040247678,0.767850209241123,0.718480409362127,0.576173312097758,0.721699111786092,0.762589928057554
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,441324000.0,408058000.0,366084000.0,350365000.0,334227000.0,296583000.0,263792000.0,209614000.0,177406000.0,138910000.0,118314000.0,103664000.0,103394000.0,69030000.0,49171000.0,31349000.0,24361000.0,19246000.0,17985000.0,17435000.0,14478000.0,5600000.0
,GeneralAndAdministrativeExpenses,258366000.0,210730000.0,160382000.0,156887000.0,138431000.0,135540000.0,106454000.0,102401000.0,91775000.0,83523000.0,68503000.0,55243000.0,293176000.0,224811000.0,166587000.0,113013000.0,81112000.0,65472000.0,65626000.0,69543000.0,46617000.0,17400000.0
,SellingAndMarketingExpenses,843178000.0,748619000.0,664135000.0,652239000.0,628743000.0,602540000.0,558284000.0,483041000.0,445595000.0,370735000.0,293201000.0,225193000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,4130000.0,22648000.0,12861000.0,11561000.0,2514000.0,8445000.0,3785000.0,7274000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
