date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,revenue,5050589000.0,4052650000.0,4316466000.0,4186497000.0,3893635000.0,2884603000.0,3129440000.0,2956450000.0,2759546000.0,2776359000.0,2939483000.0,2179109000.0,2658602000.0,2739445000.0,2728560000.0,2099949000.0,1901279000.0,1603768000.0,1639707000.0,1517862000.0,2387294000.0,1909972000.0,1567983000.0,1455761000.0
,costOfRevenue,4149775000.0,3403211000.0,3605901000.0,3429224000.0,3198158000.0,2405338000.0,2576618000.0,2411937000.0,2335736000.0,2285790000.0,2275727000.0,1698713000.0,2096864000.0,2057572000.0,2053600000.0,1743996000.0,1533447000.0,1267302000.0,1521887000.0,1448064000.0,1782158000.0,1577226000.0,1307150000.0,1242669000.0
,grossProfit,900814000.0,649439000.0,710565000.0,757273000.0,695477000.0,479265000.0,552822000.0,544513000.0,423810000.0,490569000.0,663756000.0,480396000.0,561738000.0,681873000.0,674960000.0,355953000.0,367832000.0,336466000.0,117820000.0,69798000.0,605136000.0,332746000.0,260833000.0,213092000.0
,grossProfitRatio,0.178358207329878,0.16025045340703,0.164617304989776,0.180884639353617,0.178618951185717,0.166145913319788,0.176652052763434,0.184177983730488,0.153579610559128,0.176695088783547,0.225807055186235,0.220455241110013,0.211290746038708,0.248909176858816,0.247368575365761,0.169505545134668,0.193465556606895,0.209797177646642,0.0718543007988622,0.0459844175557462,0.253481975827024,0.174215119383949,0.166349380063432,0.146378423381311
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,140727000.0,137638000.0,157182000.0,166614000.0,117206000.0,82017000.0,76864000.0,64625000.0,54118000.0,50386000.0,47534000.0,44453000.0,56227000.0,41650000.0,38735000.0,37347000.0,36707000.0,25784000.0,31189000.0,38786000.0,26057000.0,11436000.0,8251000.0,8525000.0
,GeneralAndAdministrativeExpenses,302842000.0,281933000.0,295239000.0,297455000.0,284331000.0,232409000.0,254498000.0,247779000.0,217000000.0,246513000.0,242424000.0,210907000.0,251756000.0,251249000.0,250142000.0,293155000.0,214338000.0,179952000.0,188567000.0,214733000.0,192623000.0,145233000.0,119846000.0,103726000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-6395000.0,2052000.0,5447000.0,1554000.0,936000.0,2122000.0,2978000.0,705000.0,1586000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
