date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,922000.0,562000.0,585000.0,13864000.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,394000.0,163000.0,235000.0,340000.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,528000.0,399000.0,350000.0,13524000.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.572668112798265,0.709964412811388,0.598290598290598,0.975476053087132,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,19656000.0,16591000.0,16869000.0,19853000.0,12447000.0,499000.0,-1557000.0,12359000.0,10572000.0
,GeneralAndAdministrativeExpenses,5355000.0,5225000.0,5712000.0,5797000.0,3828000.0,-131000.0,1352000.0,3786000.0,1885000.0
,SellingAndMarketingExpenses,0.0,-397000.0,-165000.0,562000.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,-2701000.0,-2015000.0,-2189000.0,12000.0,0.0,0.0,0.0,0.0
,operatingExpenses,25011000.0,20413000.0,21557000.0,24179000.0,16275000.0,14871000.0,14778000.0,15960000.0,0.0
,costAndExpenses,25405000.0,20576000.0,21792000.0,24519000.0,16275000.0,368000.0,-205000.0,16275000.0,12469000.0
,interestExpense,105000.0,584000.0,786000.0,544000.0,0.0,0.0,0.0,263000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1194000.0,1714000.0,1156000.0,156000.0,130000.0,122000.0,135000.0,170000.0,12000.0
,EBITDA,-23289000.0,-18300000.0,-20051000.0,-10499000.0,130000.0,122000.0,135000.0,-16105000.0,-12294000.0
,EBITDARatio,-25.2592190889371,-32.5622775800712,-34.2752136752137,-0.757285054818234,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-24483000.0,-20014000.0,-21207000.0,-10655000.0,0.0,0.0,0.0,-16275000.0,-12469000.0
,operatingIncomeRatio,-26.5542299349241,-35.6120996441281,-36.2512820512821,-0.768537218695903,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,0.0,-27000.0,-37000.0,-27000.0,5000.0,0.0,0.0,10000.0,22000.0
,incomeBeforeTax,-24225000.0,-19457000.0,-20458000.0,-10138000.0,0.0,0.0,0.0,-16002000.0,-12225000.0
,incomeBeforeTaxRatio,-26.2744034707158,-34.6209964412811,-34.9709401709402,-0.731246393537219,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-24225000.0,-19457000.0,-20458000.0,-10138000.0,0.0,0.0,0.0,-16002000.0,-12225000.0
,netIncomeRatio,-26.2744034707158,-34.6209964412811,-34.9709401709402,-0.731246393537219,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.55,-0.54226,-0.62052,-0.37002,0.64,0.0,0.0,-0.64083,-1.014362
,EPSDiluted,-0.55,-0.54226,-0.62052,-0.37002,0.64,0.0,0.0,-0.64083,-1.014362
,weightedAverageShsOut,43668155.0,35881260.0,32969090.0,27398170.0,24970585.0,19913489.0,1229968000000.0,24970590.0,12051911.0
,weightedAverageShsOutDil,43668155.0,35881260.0,32969090.0,27398170.0,24970585.0,19913489.0,1229968000000.0,24970590.0,12051911.0
