date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,2175536000.0,916713000.0,654700000.0,482250000.0,418147000.0,336802000.0,286758000.0,269264000.0,210812000.0,94778000.0,107470000.0,51965000.0,35236000.0,22420000.0,10005000.0,9757000.0,6701000.0,5070000.0,1683668.0,274148.0
,costOfRevenue,217720000.0,43952000.0,88293000.0,54118000.0,42317000.0,37440000.0,29058000.0,21144000.0,13469000.0,3115000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,1957816000.0,872761000.0,566407000.0,428132000.0,375830000.0,299362000.0,257700000.0,248120000.0,197343000.0,91663000.0,107470000.0,51965000.0,35236000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.899923513102059,0.952054787048946,0.865139758668092,0.887780196993261,0.898798747808785,0.888836764627288,0.898667168832256,0.921474835106067,0.93610895015464,0.96713372301589,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,827129000.0,719374000.0,565309000.0,456700000.0,379308000.0,294529000.0,230743000.0,218627000.0,170297000.0,163396000.0,146410000.0,119139000.0,110944000.0,64828000.0,40136000.0,34683000.0,37002000.0,21760000.0,19820230.0,15400299.0
,GeneralAndAdministrativeExpenses,533835000.0,373932000.0,261096000.0,167233000.0,139247000.0,125783000.0,104320000.0,92354000.0,84300000.0,72659000.0,29258000.0,17683000.0,16078000.0,13237000.0,10074000.0,7145000.0,7367000.0,6573000.0,7059126.0,8473437.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,1360964000.0,1093306000.0,826405000.0,623933000.0,518555000.0,420312000.0,335063000.0,310981000.0,254597000.0,236055000.0,175668000.0,136822000.0,127022000.0,78065000.0,50210000.0,41828000.0,44369000.0,28333000.0,26879356.0,23873736.0
